dataset,M,subset_index,members,sign_auc,snr_auc,magnitude_auc,tau09_coverage,tau09_false_trust_risk,zero_budget_cosine,accepted_components,total_components,K
TMM easy (near-saturated),5,248,4;5;6;8;9,0.779739091981,0.94741303066,0.955778301887,0.943181818182,0.0156626506024,0.995567797352,830,880,11
TMM easy (near-saturated),5,249,4;5;7;8;9,0.868137087275,0.970021657358,0.962878528819,0.934090909091,0.00851581508516,0.995439163482,822,880,11
TMM easy (near-saturated),5,250,4;6;7;8;9,0.829146237692,0.959317638478,0.969528749139,0.946590909091,0.0108043217287,0.995957476938,833,880,11
TMM easy (near-saturated),5,251,5;6;7;8;9,0.826890477594,0.964806898585,0.956810141509,0.939772727273,0.0120918984281,0.995187653331,827,880,11
TMM easy (near-saturated),7,0,0;1;2;3;4;5;6,0.802450980392,0.95337254902,0.954705882353,0.940909090909,0.0132850241546,0.99561911577,828,880,11
TMM easy (near-saturated),7,1,0;1;2;3;4;5;7,0.902269861286,0.971131327689,0.950414339759,0.929545454545,0.00488997555012,0.995613434014,818,880,11
TMM easy (near-saturated),7,2,0;1;2;3;4;5;8,0.817843137255,0.964117647059,0.956156862745,0.9375,0.0121212121212,0.995715564943,825,880,11
TMM easy (near-saturated),7,3,0;1;2;3;4;5;9,0.80692655496,0.954861506896,0.95147991945,0.934090909091,0.0133819951338,0.995225902769,822,880,11
TMM easy (near-saturated),7,4,0;1;2;3;4;6;7,0.89950877193,0.971695906433,0.95616374269,0.939772727273,0.00483675937122,0.995934537559,827,880,11
TMM easy (near-saturated),7,5,0;1;2;3;4;6;8,0.788376089873,0.962357478203,0.95523138833,0.948863636364,0.0131736526946,0.99595133416,835,880,11
TMM easy (near-saturated),7,6,0;1;2;3;4;6;9,0.768674547284,0.952339034205,0.949027498323,0.944318181818,0.014440433213,0.99552008829,831,880,11
TMM easy (near-saturated),7,7,0;1;2;3;4;7;8,0.903148081427,0.974373986669,0.958656098,0.9375,0.00484848484848,0.995998812699,825,880,11
TMM easy (near-saturated),7,8,0;1;2;3;4;7;9,0.904910772437,0.972081108072,0.954973731058,0.932954545455,0.00487210718636,0.995563736642,821,880,11
TMM easy (near-saturated),7,9,0;1;2;3;4;8;9,0.784708249497,0.957830315225,0.950285043595,0.942045454545,0.0132689987937,0.995619708713,829,880,11
TMM easy (near-saturated),7,10,0;1;2;3;5;6;7,0.886869871043,0.967565455256,0.94772263471,0.929545454545,0.00611246943765,0.995536615419,818,880,11
TMM easy (near-saturated),7,11,0;1;2;3;5;6;8,0.782941176471,0.953333333333,0.948588235294,0.938636363636,0.0145278450363,0.995644315484,826,880,11
TMM easy (near-saturated),7,12,0;1;2;3;5;6;9,0.773091682815,0.946844484973,0.946008586952,0.935227272727,0.0157958687728,0.995107378147,823,880,11
TMM easy (near-saturated),7,13,0;1;2;3;5;7;8,0.886327124311,0.968564109244,0.948373930789,0.927272727273,0.00612745098039,0.995627943847,816,880,11
TMM easy (near-saturated),7,14,0;1;2;3;5;7;9,0.888560529846,0.966926559356,0.942823608317,0.923863636364,0.00615006150062,0.995071584778,813,880,11
TMM easy (near-saturated),7,15,0;1;2;3;5;8;9,0.772113943028,0.948255601929,0.940354147251,0.932954545455,0.0146163215591,0.995237225132,821,880,11
TMM easy (near-saturated),7,16,0;1;2;3;6;7;8,0.888693500065,0.972298206765,0.956232903478,0.9375,0.00606060606061,0.995975428837,825,880,11
TMM easy (near-saturated),7,17,0;1;2;3;6;7;9,0.890907947686,0.969776995305,0.951039570758,0.932954545455,0.00609013398295,0.995509511152,821,880,11
TMM easy (near-saturated),7,18,0;1;2;3;6;8;9,0.757830544187,0.953158555857,0.946553750152,0.943181818182,0.0156626506024,0.995556229576,830,880,11
TMM easy (near-saturated),7,19,0;1;2;3;7;8;9,0.889503688799,0.97061535882,0.952674379611,0.931818181818,0.00609756097561,0.995597184288,820,880,11
TMM easy (near-saturated),7,20,0;1;2;4;5;6;7,0.906886370544,0.972602144935,0.95740523642,0.929545454545,0.00488997555012,0.995792858315,818,880,11
TMM easy (near-saturated),7,21,0;1;2;4;5;6;8,0.804200201207,0.955776324614,0.95347082495,0.938636363636,0.0121065375303,0.995869424755,826,880,11
TMM easy (near-saturated),7,22,0;1;2;4;5;6;9,0.807192522512,0.951289942627,0.954291576428,0.934090909091,0.0133819951338,0.995391746919,822,880,11
TMM easy (near-saturated),7,23,0;1;2;4;5;7;8,0.902134750495,0.971131327689,0.95541343902,0.928409090909,0.00489596083231,0.995856232644,817,880,11
TMM easy (near-saturated),7,24,0;1;2;4;5;7;9,0.904129217142,0.969866701402,0.94898180713,0.923863636364,0.00492004920049,0.995369262206,813,880,11
TMM easy (near-saturated),7,25,0;1;2;4;5;8;9,0.815450980392,0.958431372549,0.952784313725,0.932954545455,0.0121802679659,0.995492376192,821,880,11
TMM easy (near-saturated),7,26,0;1;2;4;6;7;8,0.904161412358,0.97455413439,0.961043055305,0.938636363636,0.00484261501211,0.996161797035,826,880,11
TMM easy (near-saturated),7,27,0;1;2;4;6;7;9,0.905974556033,0.972037688333,0.957448656159,0.932954545455,0.00487210718636,0.995742221148,821,880,11
TMM easy (near-saturated),7,28,0;1;2;4;6;8;9,0.785798122066,0.95816566063,0.952003688799,0.943181818182,0.0132530120482,0.99577205966,830,880,11
TMM easy (near-saturated),7,29,0;1;2;4;7;8;9,0.899590163934,0.970455773734,0.955908845253,0.932954545455,0.00487210718636,0.995807332341,821,880,11
TMM easy (near-saturated),7,30,0;1;2;5;6;7;8,0.881530354891,0.966987930103,0.949378490362,0.929545454545,0.00611246943765,0.995795411863,818,880,11
TMM easy (near-saturated),7,31,0;1;2;5;6;7;9,0.893573483529,0.969771870821,0.948215081648,0.925,0.00614250614251,0.995249861854,814,880,11
TMM easy (near-saturated),7,32,0;1;2;5;6;8;9,0.781137254902,0.949843137255,0.947137254902,0.935227272727,0.0145808019441,0.995390404878,823,880,11
TMM easy (near-saturated),7,33,0;1;2;5;7;8;9,0.887910798122,0.968184104628,0.948021462106,0.925,0.00614250614251,0.995351490218,814,880,11
TMM easy (near-saturated),7,34,0;1;2;6;7;8;9,0.890363011402,0.970573440644,0.955608651911,0.934090909091,0.00608272506083,0.99576331712,822,880,11
TMM easy (near-saturated),7,35,0;1;3;4;5;6;7,0.912050731391,0.97366181774,0.95344219782,0.928409090909,0.00489596083231,0.995645928607,817,880,11
TMM easy (near-saturated),7,36,0;1;3;4;5;6;8,0.814725490196,0.958862745098,0.948039215686,0.9375,0.0121212121212,0.995741866164,825,880,11
TMM easy (near-saturated),7,37,0;1;3;4;5;6;9,0.829602704987,0.96067624683,0.955164835165,0.932954545455,0.0133982947625,0.995248187198,821,880,11
TMM easy (near-saturated),7,38,0;1;3;4;5;7;8,0.907339872569,0.972585513078,0.950620389001,0.927272727273,0.00490196078431,0.995725615868,816,880,11
TMM easy (near-saturated),7,39,0;1;3;4;5;7;9,0.905160127431,0.969190140845,0.94357813548,0.922727272727,0.00492610837438,0.995221297006,812,880,11
TMM easy (near-saturated),7,40,0;1;3;4;5;8;9,0.825287441038,0.961453419811,0.948334316038,0.931818181818,0.0121951219512,0.995365439437,820,880,11
TMM easy (near-saturated),7,41,0;1;3;4;6;7;8,0.904737093483,0.973123181798,0.954973731058,0.9375,0.00484848484848,0.99602056194,825,880,11
TMM easy (near-saturated),7,42,0;1;3;4;6;7;9,0.902609526291,0.96899830663,0.950154140072,0.931818181818,0.00487804878049,0.995583139646,820,880,11
TMM easy (near-saturated),7,43,0;1;3;4;6;8;9,0.790246589916,0.962764542726,0.951517914814,0.943181818182,0.0144578313253,0.995630329155,830,880,11
TMM easy (near-saturated),7,44,0;1;3;4;7;8;9,0.905181086519,0.971956740443,0.952758215962,0.931818181818,0.00487804878049,0.995665858855,820,880,11
TMM easy (near-saturated),7,45,0;1;3;5;6;7;8,0.859698529114,0.963734349042,0.947121034078,0.929545454545,0.00855745721271,0.995654885082,818,880,11
TMM easy (near-saturated),7,46,0;1;3;5;6;7;9,0.863882352941,0.962901960784,0.943098039216,0.925,0.00859950859951,0.995093890714,814,880,11
TMM easy (near-saturated),7,47,0;1;3;5;6;8;9,0.778420942845,0.955291336393,0.94774718398,0.935227272727,0.0170109356015,0.995252931953,823,880,11
TMM easy (near-saturated),7,48,0;1;3;5;7;8;9,0.856781068925,0.963774869322,0.941164552859,0.925,0.00859950859951,0.995207396771,814,880,11
TMM easy (near-saturated),7,49,0;1;3;6;7;8;9,0.858786822805,0.966287126707,0.949147048098,0.934090909091,0.00851581508516,0.995611978197,822,880,11
TMM easy (near-saturated),7,50,0;1;4;5;6;7;8,0.907675217975,0.971621395037,0.955399061033,0.928409090909,0.00489596083231,0.9958907188,817,880,11
TMM easy (near-saturated),7,51,0;1;4;5;6;7;9,0.909761335548,0.971230600916,0.949876413145,0.922727272727,0.00492610837438,0.995399493734,812,880,11
TMM easy (near-saturated),7,52,0;1;4;5;6;8;9,0.837522597692,0.964573772772,0.956821026283,0.932954545455,0.0121802679659,0.995517476785,821,880,11
TMM easy (near-saturated),7,53,0;1;4;5;7;8;9,0.908403906155,0.971959965963,0.951294622959,0.923863636364,0.00492004920049,0.995484160111,813,880,11
TMM easy (near-saturated),7,54,0;1;4;6;7;8;9,0.901914810473,0.96995354088,0.953454040207,0.932954545455,0.00487210718636,0.995828370713,821,880,11
TMM easy (near-saturated),7,55,0;1;5;6;7;8;9,0.862745098039,0.965176470588,0.947764705882,0.927272727273,0.00857843137255,0.99537376748,816,880,11
TMM easy (near-saturated),7,56,0;2;3;4;5;6;7,0.869002648604,0.964916851201,0.950327819027,0.930681818182,0.00732600732601,0.995724032327,819,880,11
TMM easy (near-saturated),7,57,0;2;3;4;5;6;8,0.78331372549,0.956470588235,0.953098039216,0.939772727273,0.0145102781137,0.995826419962,827,880,11
TMM easy (near-saturated),7,58,0;2;3;4;5;6;9,0.780715654481,0.952645931604,0.951429834906,0.935227272727,0.0157958687728,0.995336480247,823,880,11
TMM easy (near-saturated),7,59,0;2;3;4;5;7;8,0.862141956404,0.96185372005,0.947757160872,0.929545454545,0.00733496332518,0.995804605049,818,880,11
TMM easy (near-saturated),7,60,0;2;3;4;5;7;9,0.865507359646,0.96274586427,0.94207806869,0.925,0.00737100737101,0.99530200658,814,880,11
TMM easy (near-saturated),7,61,0;2;3;4;5;8;9,0.763120389001,0.950326961771,0.940769617706,0.934090909091,0.014598540146,0.995452671281,822,880,11
TMM easy (near-saturated),7,62,0;2;3;4;6;7;8,0.838877192982,0.963461988304,0.953497076023,0.940909090909,0.00845410628019,0.996116025554,828,880,11
TMM easy (near-saturated),7,63,0;2;3;4;6;7;9,0.843564222663,0.962484237074,0.947126643848,0.935227272727,0.00850546780073,0.995682916308,823,880,11
TMM easy (near-saturated),7,64,0;2;3;4;6;8;9,0.720311753723,0.949242325561,0.944118796405,0.945454545455,0.0168269230769,0.995737318263,832,880,11
TMM easy (near-saturated),7,65,0;2;3;4;7;8;9,0.831118926664,0.964091876167,0.951890929617,0.936363636364,0.00970873786408,0.995761745995,824,880,11
TMM easy (near-saturated),7,66,0;2;3;5;6;7;8,0.85404091214,0.962944332663,0.948231052985,0.930681818182,0.00854700854701,0.995729526372,819,880,11
TMM easy (near-saturated),7,67,0;2;3;5;6;7;9,0.856841849346,0.964099031565,0.943717330524,0.926136363636,0.00858895705521,0.995171132585,815,880,11
TMM easy (near-saturated),7,68,0;2;3;5;6;8;9,0.739161822258,0.949352179034,0.944640753828,0.9375,0.0181818181818,0.995335896894,825,880,11
TMM easy (near-saturated),7,69,0;2;3;5;7;8;9,0.843949459424,0.958881507533,0.938604489601,0.926136363636,0.00858895705521,0.995289795607,815,880,11
TMM easy (near-saturated),7,70,0;2;3;6;7;8;9,0.83591130114,0.96365694165,0.949614352783,0.936363636364,0.00970873786408,0.995706230037,824,880,11
TMM easy (near-saturated),7,71,0;2;4;5;6;7;8,0.86304269501,0.96171860926,0.952756260133,0.930681818182,0.00732600732601,0.995972360408,819,880,11
TMM easy (near-saturated),7,72,0;2;4;5;6;7;9,0.872086686787,0.9651240778,0.948524480215,0.925,0.00737100737101,0.995482646735,814,880,11
TMM easy (near-saturated),7,73,0;2;4;5;6;8;9,0.788859759109,0.955925377104,0.952999734032,0.935227272727,0.0145808019441,0.995609120067,823,880,11
TMM easy (near-saturated),7,74,0;2;4;5;7;8;9,0.865094872129,0.962789284009,0.947679214971,0.926136363636,0.00736196319018,0.99557090714,815,880,11
TMM easy (near-saturated),7,75,0;2;4;6;7;8;9,0.842978742569,0.960952981445,0.952621149342,0.936363636364,0.00849514563107,0.99592953204,824,880,11
TMM easy (near-saturated),7,76,0;2;5;6;7;8;9,0.857145751449,0.964625795211,0.948255601929,0.928409090909,0.00856793145655,0.995455821944,817,880,11
TMM easy (near-saturated),7,77,0;3;4;5;6;7;8,0.870829141516,0.959465124078,0.947141180416,0.929545454545,0.00733496332518,0.995847918598,818,880,11
TMM easy (near-saturated),7,78,0;3;4;5;6;7;9,0.878882352941,0.966274509804,0.946980392157,0.923863636364,0.00738007380074,0.995343025799,813,880,11
TMM easy (near-saturated),7,79,0;3;4;5;6;8;9,0.792637087264,0.954820165094,0.9453125,0.934090909091,0.014598540146,0.995488164752,822,880,11
TMM easy (near-saturated),7,80,0;3;4;5;7;8;9,0.861664712778,0.959359124658,0.937562415874,0.925,0.00737100737101,0.995444999806,814,880,11
TMM easy (near-saturated),7,81,0;3;4;6;7;8;9,0.857956157057,0.963207585396,0.95344219782,0.935227272727,0.00850546780073,0.995795284011,823,880,11
TMM easy (near-saturated),7,82,0;3;5;6;7;8;9,0.834264219765,0.960940765227,0.944602758463,0.928409090909,0.0110159118727,0.995322985607,817,880,11
TMM easy (near-saturated),7,83,0;4;5;6;7;8;9,0.878549019608,0.965176470588,0.951019607843,0.926136363636,0.00736196319018,0.995611186232,815,880,11
TMM easy (near-saturated),7,84,1;2;3;4;5;6;7,0.907993573879,0.975033650297,0.965177369632,0.931818181818,0.00487804878049,0.99586596409,820,880,11
TMM easy (near-saturated),7,85,1;2;3;4;5;6;8,0.796773913421,0.948677868959,0.956840779819,0.940909090909,0.012077294686,0.995954806401,828,880,11
TMM easy (near-saturated),7,86,1;2;3;4;5;6;9,0.800980392157,0.945098039216,0.957490196078,0.936363636364,0.0133495145631,0.995473535204,824,880,11
TMM easy (near-saturated),7,87,1;2;3;4;5;7;8,0.903283192218,0.973022878761,0.963294901819,0.930681818182,0.004884004884,0.99595566549,819,880,11
TMM easy (near-saturated),7,88,1;2;3;4;5;7;9,0.900671050261,0.970545847595,0.9537470726,0.926136363636,0.00490797546012,0.995466594449,815,880,11
TMM easy (near-saturated),7,89,1;2;3;4;5;8;9,0.809210259735,0.953361157259,0.956238097168,0.935227272727,0.0121506682868,0.995599519409,823,880,11
TMM easy (near-saturated),7,90,1;2;3;4;6;7;8,0.881777777778,0.974643274854,0.966315789474,0.943181818182,0.00602409638554,0.996216415489,830,880,11
TMM easy (near-saturated),7,91,1;2;3;4;6;7;9,0.884322644569,0.973157989551,0.960412538281,0.9375,0.00606060606061,0.995790132858,825,880,11
TMM easy (near-saturated),7,92,1;2;3;4;6;8;9,0.760518431679,0.956015804785,0.955321088967,0.947727272727,0.0143884892086,0.99583119115,834,880,11
TMM easy (near-saturated),7,93,1;2;3;4;7;8;9,0.88292649973,0.973518284994,0.963024680238,0.9375,0.00606060606061,0.995878420331,825,880,11
TMM easy (near-saturated),7,94,1;2;3;5;6;7;8,0.87698245614,0.963134502924,0.953263157895,0.931818181818,0.00609756097561,0.99588637589,820,880,11
TMM easy (near-saturated),7,95,1;2;3;5;6;7;9,0.880066654657,0.965546748334,0.946946496127,0.927272727273,0.00612745098039,0.99534252244,816,880,11
TMM easy (near-saturated),7,96,1;2;3;5;6;8;9,0.789771647859,0.942778980964,0.954823511532,0.9375,0.0145454545455,0.995488419501,825,880,11
TMM easy (near-saturated),7,97,1;2;3;5;7;8;9,0.873497076023,0.963368421053,0.945730994152,0.927272727273,0.00612745098039,0.995473926128,816,880,11
TMM easy (near-saturated),7,98,1;2;3;6;7;8;9,0.869024358473,0.971386392254,0.959402544397,0.938636363636,0.00726392251816,0.995824231448,826,880,11
TMM easy (near-saturated),7,99,1;2;4;5;6;7;8,0.894470404984,0.966997663551,0.961156542056,0.931818181818,0.00487804878049,0.996099890009,820,880,11
TMM easy (near-saturated),7,100,1;2;4;5;6;7;9,0.905605488255,0.972428465981,0.959315704919,0.926136363636,0.00490797546012,0.995621502789,815,880,11
TMM easy (near-saturated),7,101,1;2;4;5;6;8;9,0.802439637827,0.941901408451,0.956866197183,0.936363636364,0.0121359223301,0.995731710055,824,880,11
TMM easy (near-saturated),7,102,1;2;4;5;7;8;9,0.895578947368,0.967578947368,0.95649122807,0.927272727273,0.00490196078431,0.995719537856,816,880,11
TMM easy (near-saturated),7,103,1;2;4;6;7;8;9,0.884119978382,0.973022878761,0.964736083589,0.938636363636,0.00605326876513,0.996024802003,826,880,11
TMM easy (near-saturated),7,104,1;2;5;6;7;8;9,0.884764013721,0.967218097347,0.954496113933,0.929545454545,0.00611246943765,0.995612384504,818,880,11
TMM easy (near-saturated),7,105,1;3;4;5;6;7;8,0.908555499665,0.973591549296,0.96189637827,0.930681818182,0.004884004884,0.99597923848,819,880,11
TMM easy (near-saturated),7,106,1;3;4;5;6;7;9,0.910227318773,0.973945459703,0.956926941934,0.925,0.004914004914,0.99548512175,814,880,11
TMM easy (near-saturated),7,107,1;3;4;5;6;8;9,0.819958965006,0.954595539344,0.954747520802,0.935227272727,0.0121506682868,0.995613842419,823,880,11
TMM easy (near-saturated),7,108,1;3;4;5;7;8;9,0.909599254427,0.974391182787,0.95854775315,0.926136363636,0.00490797546012,0.995597592511,815,880,11
TMM easy (near-saturated),7,109,1;3;4;6;7;8;9,0.885437019669,0.973253441014,0.960705136555,0.9375,0.00606060606061,0.995890759624,825,880,11
TMM easy (near-saturated),7,110,1;3;5;6;7;8;9,0.852552816901,0.961435278337,0.947728034876,0.929545454545,0.00855745721271,0.99548307199,818,880,11
TMM easy (near-saturated),7,111,1;4;5;6;7;8;9,0.910044977511,0.973499736618,0.961789375582,0.927272727273,0.00490196078431,0.995737990263,816,880,11
TMM easy (near-saturated),7,112,2;3;4;5;6;7;8,0.869328296644,0.960965654987,0.962528765577,0.934090909091,0.00729927007299,0.996044479949,822,880,11
TMM easy (near-saturated),7,113,2;3;4;5;6;7;9,0.87235915493,0.967471495641,0.955315224681,0.928409090909,0.00734394124847,0.99555221214,817,880,11
TMM easy (near-saturated),7,114,2;3;4;5;6;8;9,0.781607843137,0.951960784314,0.955529411765,0.938636363636,0.0145278450363,0.995686413613,826,880,11
TMM easy (near-saturated),7,115,2;3;4;5;7;8;9,0.859957665286,0.961043055305,0.952035669249,0.929545454545,0.00733496332518,0.995664171914,818,880,11
TMM easy (near-saturated),7,116,2;3;4;6;7;8;9,0.818081871345,0.962105263158,0.956257309942,0.942045454545,0.00965018094089,0.995975831741,829,880,11
TMM easy (near-saturated),7,117,2;3;5;6;7;8;9,0.845990187139,0.960791976032,0.949416004516,0.931818181818,0.00853658536585,0.995545215628,820,880,11
TMM easy (near-saturated),7,118,2;4;5;6;7;8;9,0.8720657277,0.966758886653,0.961561032864,0.930681818182,0.00732600732601,0.995809703432,819,880,11
TMM easy (near-saturated),7,119,3;4;5;6;7;8;9,0.863235294118,0.966745098039,0.958,0.930681818182,0.00854700854701,0.995694799584,819,880,11
TMM easy (near-saturated),9,0,0;1;2;3;4;5;6;7;8,0.908660295104,0.972711267606,0.958039906103,0.925,0.004914004914,0.995937008948,814,880,11
TMM easy (near-saturated),9,1,0;1;2;3;4;5;6;7;9,0.902544396683,0.967869393426,0.947896313664,0.919318181818,0.00494437577256,0.995562076867,809,880,11
TMM easy (near-saturated),9,2,0;1;2;3;4;5;6;8;9,0.814352941176,0.958509803922,0.952666666667,0.929545454545,0.0122249388753,0.99563240102,818,880,11
TMM easy (near-saturated),9,3,0;1;2;3;4;5;7;8;9,0.90167600191,0.968781207937,0.949763362425,0.920454545455,0.00493827160494,0.99563882473,810,880,11
TMM easy (near-saturated),9,4,0;1;2;3;4;6;7;8;9,0.902826624984,0.97056141722,0.955321088967,0.929545454545,0.00488997555012,0.995875312961,818,880,11
TMM easy (near-saturated),9,5,0;1;2;3;5;6;7;8;9,0.891446168807,0.967745856801,0.950808379594,0.920454545455,0.00617283950617,0.995568040945,810,880,11
TMM easy (near-saturated),9,6,0;1;2;4;5;6;7;8;9,0.897698612863,0.965816969915,0.949648711944,0.921590909091,0.00493218249075,0.995763718533,811,880,11
TMM easy (near-saturated),9,7,0;1;3;4;5;6;7;8;9,0.907552980267,0.969933951943,0.950119534827,0.920454545455,0.00493827160494,0.995655081183,810,880,11
TMM easy (near-saturated),9,8,0;2;3;4;5;6;7;8;9,0.864400156311,0.962398506361,0.946376622813,0.922727272727,0.00738916256158,0.995718791983,812,880,11
TMM easy (near-saturated),9,9,1;2;3;4;5;6;7;8;9,0.898351648352,0.968023779499,0.955098180508,0.923863636364,0.00492004920049,0.995821966614,813,880,11
TMM easy (near-saturated),10,0,0;1;2;3;4;5;6;7;8;9,0.905600268276,0.969944668008,0.95317739772,0.959090909091,0.0154028436019,0.995746166499,844,880,11
TMM stressed,3,0,0;1;2,0.610112941176,0.688390588235,0.705614117647,0.792727272727,0.178899082569,0.732145563922,872,1100,11
TMM stressed,3,1,0;1;3,0.651644104263,0.729965156794,0.741232078597,0.797272727273,0.157354618016,0.764286457638,877,1100,11
TMM stressed,3,2,0;1;4,0.65508895962,0.780175132376,0.747319477243,0.798181818182,0.150341685649,0.787726871403,878,1100,11
TMM stressed,3,3,0;1;5,0.640998803828,0.704472959258,0.731219189503,0.7,0.171428571429,0.736976735318,770,1100,11
TMM stressed,3,4,0;1;6,0.676162884275,0.799256599066,0.743144414936,0.790909090909,0.133333333333,0.783441001942,870,1100,11
TMM stressed,3,5,0;1;7,0.608618955287,0.709878073078,0.708585424169,0.809090909091,0.170786516854,0.759165708415,890,1100,11
TMM stressed,3,6,0;1;8,0.678536736446,0.766272952947,0.746338556258,0.776363636364,0.146370023419,0.752375428891,854,1100,11
TMM stressed,3,7,0;1;9,0.607249597143,0.752344836768,0.731171293597,0.817272727273,0.187986651835,0.750929086313,899,1100,11
TMM stressed,3,8,0;2;3,0.649283486347,0.71567502354,0.709167059008,0.749090909091,0.14927184466,0.756306949354,824,1100,11
TMM stressed,3,9,0;2;4,0.667717771067,0.756415191173,0.728380805748,0.761818181818,0.140811455847,0.780501099425,838,1100,11
TMM stressed,3,10,0;2;5,0.652215070049,0.690201222481,0.716269089991,0.694545454545,0.164921465969,0.726319235516,764,1100,11
TMM stressed,3,11,0;2;6,0.677693968254,0.772271746032,0.723662222222,0.756363636364,0.129807692308,0.776446757719,832,1100,11
TMM stressed,3,12,0;2;7,0.657974242952,0.731959624086,0.726009977956,0.779090909091,0.159859976663,0.750328730799,857,1100,11
TMM stressed,3,13,0;2;8,0.690235524334,0.756798483334,0.731096814157,0.755454545455,0.138387484958,0.742491784542,831,1100,11
TMM stressed,3,14,0;2;9,0.637264303883,0.742463889231,0.723635599761,0.783636363636,0.172853828306,0.743947228512,862,1100,11
TMM stressed,3,15,0;3;4,0.655860342835,0.773518829698,0.752118120209,0.807272727273,0.14527027027,0.803615608933,888,1100,11
TMM stressed,3,16,0;3;5,0.656666479485,0.707827942498,0.737692797245,0.682727272727,0.15845539281,0.765513936953,751,1100,11
TMM stressed,3,17,0;3;6,0.658999587324,0.761413739927,0.727378857974,0.785454545455,0.127314814815,0.803215596285,864,1100,11
TMM stressed,3,18,0;3;7,0.626703705386,0.711476452155,0.709089624617,0.793636363636,0.154639175258,0.77868797497,873,1100,11
TMM stressed,3,19,0;3;8,0.672732576855,0.735514244326,0.73799392403,0.747272727273,0.13503649635,0.779919779992,822,1100,11
TMM stressed,3,20,0;3;9,0.649967344389,0.757312017265,0.739185786764,0.787272727273,0.158198614319,0.774972394056,866,1100,11
TMM stressed,3,21,0;4;5,0.668061284061,0.731217754911,0.75260452511,0.7,0.149350649351,0.790592405117,770,1100,11
TMM stressed,3,22,0;4;6,0.690726743555,0.803126561109,0.75658652071,0.788181818182,0.115340253749,0.822808038354,867,1100,11
TMM stressed,3,23,0;4;7,0.648197172115,0.758080403866,0.726574524411,0.8,0.142045454545,0.801084067394,880,1100,11
TMM stressed,3,24,0;4;8,0.696027755077,0.77899217383,0.761163948481,0.761818181818,0.126491646778,0.798382155789,838,1100,11
TMM stressed,3,25,0;4;9,0.672727104883,0.809610848784,0.778990173136,0.81,0.158249158249,0.795931555448,891,1100,11
TMM stressed,3,26,0;5;6,0.657742222222,0.72834031746,0.729432380952,0.682727272727,0.139813581891,0.786073509316,751,1100,11
TMM stressed,3,27,0;5;7,0.665437852915,0.713993031422,0.739718622093,0.698181818182,0.157552083333,0.759651234689,768,1100,11
TMM stressed,3,28,0;5;8,0.685211741501,0.73507367444,0.736108597285,0.679090909091,0.137884872825,0.745708253828,747,1100,11
TMM stressed,3,29,0;5;9,0.660787994964,0.740826684096,0.745529036588,0.7,0.167532467532,0.749138073725,770,1100,11
TMM stressed,3,30,0;6;7,0.68437081029,0.777474023798,0.731764286911,0.774545454545,0.120892018779,0.800242563873,852,1100,11
TMM stressed,3,31,0;6;8,0.712255949388,0.803083626613,0.74737095693,0.75,0.109090909091,0.793514118936,825,1100,11
TMM stressed,3,32,0;6;9,0.678823718158,0.800329892359,0.743220411212,0.771818181818,0.13074204947,0.795002452264,849,1100,11
TMM stressed,3,33,0;7;8,0.67034598062,0.751213710542,0.736761293845,0.759090909091,0.14251497006,0.772440263225,835,1100,11
TMM stressed,3,34,0;7;9,0.64028091262,0.775117585425,0.739045746385,0.805454545455,0.170428893905,0.770522822028,886,1100,11
TMM stressed,3,35,0;8;9,0.686819271794,0.788248654381,0.745892754072,0.754545454545,0.138554216867,0.76441338831,830,1100,11
TMM stressed,3,36,1;2;3,0.638902298198,0.70953070574,0.716738603665,0.777272727273,0.163742690058,0.729749590744,855,1100,11
TMM stressed,3,37,1;2;4,0.657978397426,0.747333192891,0.738365635054,0.78,0.152680652681,0.758679172499,858,1100,11
TMM stressed,3,38,1;2;5,0.620932048375,0.697900171513,0.71128345272,0.731818181818,0.193788819876,0.687449496046,805,1100,11
TMM stressed,3,39,1;2;6,0.649338402364,0.748399839613,0.726158476519,0.79,0.149597238205,0.750360025386,869,1100,11
TMM stressed,3,40,1;2;7,0.631812420786,0.739982101567,0.725622470256,0.806363636364,0.180383314543,0.724227325411,887,1100,11
TMM stressed,3,41,1;2;8,0.615942344961,0.724709302326,0.687771317829,0.788181818182,0.167243367935,0.709200263145,867,1100,11
TMM stressed,3,42,1;2;9,0.604343068312,0.726961646096,0.717323837543,0.814545454545,0.196428571429,0.714401219677,896,1100,11
TMM stressed,3,43,1;3;4,0.644705147426,0.744392803598,0.761374312844,0.810909090909,0.15134529148,0.791084634714,892,1100,11
TMM stressed,3,44,1;3;5,0.649711831231,0.706987639553,0.741228070175,0.705454545455,0.170103092784,0.736663605566,776,1100,11
TMM stressed,3,45,1;3;6,0.636178926568,0.73820754717,0.737697603264,0.804545454545,0.141242937853,0.78668557331,885,1100,11
TMM stressed,3,46,1;3;7,0.623396886276,0.718832570923,0.732121206266,0.806363636364,0.167981961669,0.761029786919,887,1100,11
TMM stressed,3,47,1;3;8,0.665649554485,0.740777749615,0.741382167716,0.765454545455,0.144893111639,0.754157533132,842,1100,11
TMM stressed,3,48,1;3;9,0.641205877479,0.754129149865,0.747090721612,0.803636363636,0.170814479638,0.753997138788,884,1100,11
TMM stressed,3,49,1;4;5,0.663001786283,0.720813658834,0.761491984805,0.712727272727,0.158163265306,0.767519793022,784,1100,11
