dataset,M,subset_index,members,sign_auc,snr_auc,magnitude_auc,tau09_coverage,tau09_false_trust_risk,zero_budget_cosine,accepted_components,total_components,K
TMM stressed,5,115,0;4;5;7;9,0.692475940507,0.76004262765,0.754611790547,0.665454545455,0.136612021858,0.784148664835,732,1100,11
TMM stressed,5,116,0;4;5;8;9,0.715357316457,0.76972048004,0.758908725383,0.638181818182,0.116809116809,0.778623346505,702,1100,11
TMM stressed,5,117,0;4;6;7;8,0.721544605899,0.793624956882,0.740039668851,0.695454545455,0.0954248366013,0.806672935345,765,1100,11
TMM stressed,5,118,0;4;6;7;9,0.702847744506,0.801847018671,0.744166293454,0.73,0.110834371108,0.805502651339,803,1100,11
TMM stressed,5,119,0;4;6;8;9,0.730107742756,0.810979156693,0.75847193695,0.700909090909,0.0972762645914,0.802844323147,771,1100,11
TMM stressed,5,120,0;4;7;8;9,0.698875907023,0.783347681712,0.748680359119,0.716363636364,0.123096446701,0.78961075898,788,1100,11
TMM stressed,5,121,0;5;6;7;8,0.721337159197,0.77315319893,0.744100548473,0.626363636364,0.10740203193,0.780931130598,689,1100,11
TMM stressed,5,122,0;5;6;7;9,0.690542635659,0.764089147287,0.740411821705,0.65,0.128671328671,0.782303922202,715,1100,11
TMM stressed,5,123,0;5;6;8;9,0.715596911618,0.779826083566,0.747894285324,0.626363636364,0.11175616836,0.775068679704,689,1100,11
TMM stressed,5,124,0;5;7;8;9,0.71543040293,0.773965201465,0.751543040293,0.637272727273,0.121255349501,0.760449361953,701,1100,11
TMM stressed,5,125,0;6;7;8;9,0.730102272105,0.811919955763,0.750058533718,0.690909090909,0.101315789474,0.787675689423,760,1100,11
TMM stressed,5,126,1;2;3;4;5,0.670167647227,0.733225757316,0.735191637631,0.657272727273,0.147994467497,0.758551797162,723,1100,11
TMM stressed,5,127,1;2;3;4;6,0.675349730854,0.755895009289,0.726789145244,0.718181818182,0.120253164557,0.784903510512,790,1100,11
TMM stressed,5,128,1;2;3;4;7,0.662926116737,0.757678490357,0.730843252206,0.732727272727,0.143920595533,0.769528349087,806,1100,11
TMM stressed,5,129,1;2;3;4;8,0.693717173817,0.765433565499,0.738662746088,0.707272727273,0.125964010283,0.765195827022,778,1100,11
TMM stressed,5,130,1;2;3;4;9,0.669315532952,0.758553430041,0.73671713961,0.736363636364,0.143209876543,0.765683022028,810,1100,11
TMM stressed,5,131,1;2;3;5;6,0.665479833647,0.732114132141,0.724247685185,0.65,0.142657342657,0.753432920313,715,1100,11
TMM stressed,5,132,1;2;3;5;7,0.671938627943,0.735009342619,0.728935492312,0.657272727273,0.154910096819,0.736459775266,723,1100,11
TMM stressed,5,133,1;2;3;5;8,0.669113307058,0.729965156794,0.714285714286,0.639090909091,0.142247510669,0.72786905454,703,1100,11
TMM stressed,5,134,1;2;3;5;9,0.669445260423,0.743219975144,0.729386509999,0.655454545455,0.156726768377,0.730593857166,721,1100,11
TMM stressed,5,135,1;2;3;6;7,0.665116505003,0.755454540806,0.714778775994,0.720909090909,0.132408575032,0.766177096896,793,1100,11
TMM stressed,5,136,1;2;3;6;8,0.697030745867,0.774358161486,0.724483691345,0.696363636364,0.116187989556,0.760418832739,766,1100,11
TMM stressed,5,137,1;2;3;6;9,0.676836797442,0.77137867421,0.730247202066,0.722727272727,0.133333333333,0.762262387979,795,1100,11
TMM stressed,5,138,1;2;3;7;8,0.686752297289,0.765556069275,0.726627367123,0.706363636364,0.132561132561,0.745598909628,777,1100,11
TMM stressed,5,139,1;2;3;7;9,0.67721790674,0.784006685573,0.7420894241,0.736363636364,0.154320987654,0.746051145388,810,1100,11
TMM stressed,5,140,1;2;3;8;9,0.683974029436,0.766588602654,0.72550027608,0.706363636364,0.133848133848,0.740627961801,777,1100,11
TMM stressed,5,141,1;2;4;5;6,0.685355765141,0.748742244452,0.746375855005,0.657272727273,0.135546334716,0.770478957481,723,1100,11
TMM stressed,5,142,1;2;4;5;7,0.666756332026,0.730211091133,0.72896521456,0.667272727273,0.149863760218,0.754651103894,734,1100,11
TMM stressed,5,143,1;2;4;5;8,0.676555232558,0.73289244186,0.720750968992,0.648181818182,0.133239831697,0.744902507275,713,1100,11
TMM stressed,5,144,1;2;4;5;9,0.67568638525,0.742776330412,0.743049609211,0.67,0.153324287653,0.748407539319,737,1100,11
TMM stressed,5,145,1;2;4;6;7,0.675396305311,0.76943040213,0.724734236202,0.721818181818,0.124685138539,0.781856630176,794,1100,11
TMM stressed,5,146,1;2;4;6;8,0.699721524862,0.781106938672,0.723539587772,0.7,0.107792207792,0.774898623656,770,1100,11
TMM stressed,5,147,1;2;4;6;9,0.687857540124,0.778935920864,0.743489790243,0.729090909091,0.127182044888,0.777494436736,802,1100,11
TMM stressed,5,148,1;2;4;7;8,0.69301409659,0.778807346605,0.735732808204,0.715454545455,0.12833545108,0.761232037203,787,1100,11
TMM stressed,5,149,1;2;4;7;9,0.678607727115,0.784963452837,0.748578721429,0.744545454545,0.148962148962,0.762356715515,819,1100,11
TMM stressed,5,150,1;2;4;8;9,0.673069520933,0.756893863129,0.718817236138,0.719090909091,0.130214917826,0.755853070882,791,1100,11
TMM stressed,5,151,1;2;5;6;7,0.665344860263,0.735327705937,0.717658264449,0.656363636364,0.142659279778,0.749510708311,722,1100,11
TMM stressed,5,152,1;2;5;6;8,0.664041123451,0.738366127475,0.702705013681,0.647272727273,0.13202247191,0.73815866555,712,1100,11
TMM stressed,5,153,1;2;5;6;9,0.658096285295,0.738228518117,0.720540355286,0.66,0.150137741047,0.743058995405,726,1100,11
TMM stressed,5,154,1;2;5;7;8,0.665063529412,0.733656470588,0.709821176471,0.656363636364,0.145429362881,0.723229201758,722,1100,11
TMM stressed,5,155,1;2;5;7;9,0.649070864301,0.736649716066,0.72159650377,0.679090909091,0.170013386881,0.726440299631,747,1100,11
TMM stressed,5,156,1;2;5;8;9,0.647115528601,0.73075771189,0.703260706798,0.658181818182,0.154696132597,0.715681699052,724,1100,11
TMM stressed,5,157,1;2;6;7;8,0.69650201089,0.791755605008,0.719812687023,0.704545454545,0.117419354839,0.756429749785,775,1100,11
TMM stressed,5,158,1;2;6;7;9,0.670460527599,0.783671937452,0.724229366921,0.728181818182,0.137328339576,0.758851957768,801,1100,11
TMM stressed,5,159,1;2;6;8;9,0.680460828102,0.780233985192,0.712080516659,0.704545454545,0.122580645161,0.75087437746,775,1100,11
TMM stressed,5,160,1;2;7;8;9,0.678526553862,0.789858714469,0.728579140373,0.722727272727,0.143396226415,0.736392065398,795,1100,11
TMM stressed,5,161,1;3;4;5;6,0.671341865614,0.739327405392,0.751875278032,0.659090909091,0.132413793103,0.793784684053,725,1100,11
TMM stressed,5,162,1;3;4;5;7,0.66378007474,0.731250516331,0.741198081437,0.67,0.146540027137,0.778221129478,737,1100,11
TMM stressed,5,163,1;3;4;5;8,0.695760986301,0.752360542135,0.752404278376,0.640909090909,0.129078014184,0.77206067111,705,1100,11
TMM stressed,5,164,1;3;4;5;9,0.665955294118,0.736310588235,0.750376470588,0.67,0.15196743555,0.773108915532,737,1100,11
TMM stressed,5,165,1;3;4;6;7,0.684506635133,0.783450269347,0.749525686506,0.737272727273,0.120838471023,0.800682370795,811,1100,11
TMM stressed,5,166,1;3;4;6;8,0.707520064205,0.78823434992,0.749470304976,0.712727272727,0.104591836735,0.797437086978,784,1100,11
TMM stressed,5,167,1;3;4;6;9,0.690676234161,0.789848161436,0.76369398146,0.743636363636,0.124694376528,0.797309218294,818,1100,11
TMM stressed,5,168,1;3;4;7;8,0.683964986533,0.766210688321,0.744446244507,0.715454545455,0.12706480305,0.783939942917,787,1100,11
TMM stressed,5,169,1;3;4;7;9,0.667714397886,0.782130956029,0.757167343343,0.757272727273,0.148859543818,0.782581206929,833,1100,11
TMM stressed,5,170,1;3;4;8;9,0.691506787508,0.771309047395,0.754860130257,0.721818181818,0.128463476071,0.779614206656,794,1100,11
TMM stressed,5,171,1;3;5;6;7,0.664888523456,0.736858201435,0.731679192215,0.657272727273,0.138312586445,0.774893217,723,1100,11
TMM stressed,5,172,1;3;5;6;8,0.68690031746,0.753061587302,0.733262222222,0.632727272727,0.123563218391,0.766965682405,696,1100,11
TMM stressed,5,173,1;3;5;6;9,0.671405729257,0.749412433297,0.74526093741,0.655454545455,0.142857142857,0.769605112382,721,1100,11
TMM stressed,5,174,1;3;5;7;8,0.694281955172,0.75077616235,0.739668521884,0.638181818182,0.131054131054,0.752104977422,702,1100,11
TMM stressed,5,175,1;3;5;7;9,0.67072185004,0.746879837793,0.740938628818,0.667272727273,0.155313351499,0.753079495225,734,1100,11
TMM stressed,5,176,1;3;5;8;9,0.688694830699,0.754891010964,0.741223171572,0.636363636364,0.135714285714,0.745604442675,700,1100,11
TMM stressed,5,177,1;3;6;7;8,0.702958421489,0.793178179647,0.741685069932,0.700909090909,0.112840466926,0.780713846061,771,1100,11
TMM stressed,5,178,1;3;6;7;9,0.667481619409,0.782950078468,0.733548299196,0.735454545455,0.133498145859,0.78067700284,809,1100,11
TMM stressed,5,179,1;3;6;8;9,0.696978962818,0.787579500978,0.739180732224,0.705454545455,0.114690721649,0.776258621102,776,1100,11
TMM stressed,5,180,1;3;7;8;9,0.690269130443,0.781758725081,0.745140039222,0.712727272727,0.133928571429,0.761821915515,784,1100,11
TMM stressed,5,181,1;4;5;6;7,0.667487533091,0.732648935952,0.739026041987,0.664545454545,0.134062927497,0.790909425208,731,1100,11
TMM stressed,5,182,1;4;5;6;8,0.690452786619,0.756324242235,0.738542511806,0.642727272727,0.117397454031,0.781410336516,707,1100,11
TMM stressed,5,183,1;4;5;6;9,0.678352083293,0.747382479674,0.758578837568,0.668181818182,0.138775510204,0.78506318103,735,1100,11
TMM stressed,5,184,1;4;5;7;8,0.69105934036,0.749663473921,0.741295273084,0.650909090909,0.127094972067,0.767948008624,716,1100,11
TMM stressed,5,185,1;4;5;7;9,0.680336538462,0.750952380952,0.758832417582,0.679090909091,0.149933065596,0.769832101006,747,1100,11
TMM stressed,5,186,1;4;5;8;9,0.683737916219,0.749015395632,0.742637546247,0.652727272727,0.130919220056,0.76091387707,718,1100,11
TMM stressed,5,187,1;4;6;7;8,0.707806797325,0.801982025696,0.746582350583,0.705454545455,0.106958762887,0.794243612973,776,1100,11
TMM stressed,5,188,1;4;6;7;9,0.694294581521,0.80121949397,0.760798848256,0.74,0.125307125307,0.795102490752,814,1100,11
TMM stressed,5,189,1;4;6;8;9,0.705676442276,0.798516413654,0.751594520717,0.714545454545,0.10941475827,0.789199389609,786,1100,11
TMM stressed,5,190,1;4;7;8;9,0.686814495162,0.782144922465,0.749998785104,0.725454545455,0.131578947368,0.776050258004,798,1100,11
TMM stressed,5,191,1;5;6;7;8,0.683524533728,0.758393916689,0.724271480934,0.641818181818,0.121813031161,0.762834742869,706,1100,11
TMM stressed,5,192,1;5;6;7;9,0.667991990435,0.751463378327,0.736692740971,0.664545454545,0.143638850889,0.766244719436,731,1100,11
TMM stressed,5,193,1;5;6;8;9,0.669613278934,0.753286605991,0.723601293222,0.646363636364,0.132208157525,0.755575958429,711,1100,11
TMM stressed,5,194,1;5;7;8;9,0.672574591944,0.751127770291,0.725844189877,0.654545454545,0.140277777778,0.741092814898,720,1100,11
TMM stressed,5,195,1;6;7;8;9,0.700004997501,0.808595702149,0.739865067466,0.704545454545,0.116129032258,0.772609966962,775,1100,11
TMM stressed,5,196,2;3;4;5;6,0.674896932447,0.750180399756,0.739452291203,0.665454545455,0.135245901639,0.782955698215,732,1100,11
TMM stressed,5,197,2;3;4;5;7,0.682246279898,0.761617839596,0.743532348814,0.675454545455,0.149394347241,0.766763206864,743,1100,11
TMM stressed,5,198,2;3;4;5;8,0.685707790017,0.743378754321,0.729356430077,0.651818181818,0.13249651325,0.759744489814,717,1100,11
TMM stressed,5,199,2;3;4;5;9,0.669596061695,0.742124326146,0.737149970051,0.669090909091,0.152173913043,0.762592619181,736,1100,11
TMM stressed,5,200,2;3;4;6;7,0.67054436512,0.77909336223,0.725586435492,0.731818181818,0.125465838509,0.791320448171,805,1100,11
TMM stressed,5,201,2;3;4;6;8,0.698093631425,0.778819204898,0.727470679545,0.705454545455,0.10824742268,0.787167257035,776,1100,11
TMM stressed,5,202,2;3;4;6;9,0.676316155236,0.772432680082,0.736712327357,0.732727272727,0.126550868486,0.788794919876,806,1100,11
TMM stressed,5,203,2;3;4;7;8,0.680760312671,0.77111135862,0.727724225917,0.719090909091,0.128950695322,0.773063713106,791,1100,11
TMM stressed,5,204,2;3;4;7;9,0.672542887607,0.790141086423,0.746863159498,0.746363636364,0.148599269184,0.77338088681,821,1100,11
TMM stressed,5,205,2;3;4;8;9,0.675472152172,0.759083320382,0.726735820394,0.714545454545,0.129770992366,0.769503084575,786,1100,11
TMM stressed,5,206,2;3;5;6;7,0.671502733858,0.751371863958,0.721526420718,0.663636363636,0.139726027397,0.763182383945,730,1100,11
TMM stressed,5,207,2;3;5;6;8,0.680513015873,0.745782857143,0.713244444444,0.646363636364,0.12517580872,0.754406137414,711,1100,11
TMM stressed,5,208,2;3;5;6;9,0.66710998062,0.743013565891,0.724462209302,0.656363636364,0.14404432133,0.758886877128,722,1100,11
TMM stressed,5,209,2;3;5;7;8,0.691020250214,0.751980896559,0.721980754982,0.650909090909,0.135474860335,0.738927264981,716,1100,11
TMM stressed,5,210,2;3;5;7;9,0.670580245399,0.754750580336,0.726917153877,0.667272727273,0.156675749319,0.741714165129,734,1100,11
TMM stressed,5,211,2;3;5;8;9,0.676636211338,0.742087011201,0.718689435427,0.640909090909,0.140425531915,0.733318490581,705,1100,11
TMM stressed,5,212,2;3;6;7;8,0.694932076978,0.786585397457,0.719652325346,0.706363636364,0.11583011583,0.76960586637,777,1100,11
TMM stressed,5,213,2;3;6;7;9,0.675247882541,0.791595507175,0.730093905777,0.729090909091,0.135910224439,0.771340204869,802,1100,11
TMM stressed,5,214,2;3;6;8;9,0.683724173554,0.76978822314,0.714566115702,0.699090909091,0.11833550065,0.765952204178,769,1100,11
TMM stressed,5,215,2;3;7;8;9,0.691187782859,0.789895185914,0.735265385868,0.711818181818,0.136653895275,0.750905709701,783,1100,11
TMM stressed,5,216,2;4;5;6;7,0.675063546894,0.747918118511,0.731914829614,0.673636363636,0.136302294197,0.779924560559,741,1100,11
TMM stressed,5,217,2;4;5;6;8,0.695534185421,0.756482387476,0.730496779191,0.657272727273,0.118948824343,0.769908836543,723,1100,11
TMM stressed,5,218,2;4;5;6;9,0.678207364341,0.744331395349,0.745406976744,0.674545454545,0.140161725067,0.775056149811,742,1100,11
TMM stressed,5,219,2;4;5;7;8,0.691850219207,0.750570225353,0.729192176748,0.664545454545,0.131326949384,0.755725290906,731,1100,11
TMM stressed,5,220,2;4;5;7;9,0.661677345292,0.7354391925,0.728262036203,0.681818181818,0.153333333333,0.759126163139,750,1100,11
TMM stressed,5,221,2;4;5;8;9,0.679885090111,0.73995248372,0.731414697865,0.663636363636,0.13698630137,0.749622032933,730,1100,11
TMM stressed,5,222,2;4;6;7;8,0.693579771723,0.790125760346,0.721749236322,0.715454545455,0.111817026684,0.783922757818,787,1100,11
TMM stressed,5,223,2;4;6;7;9,0.683551506826,0.793461312851,0.741470678184,0.735454545455,0.12978986403,0.786248567486,809,1100,11
TMM stressed,5,224,2;4;6;8;9,0.696487603306,0.78263946281,0.733904958678,0.712727272727,0.113520408163,0.77968871648,784,1100,11
TMM stressed,5,225,2;4;7;8;9,0.68254049247,0.781513176758,0.733826094985,0.725454545455,0.134085213033,0.7658710408,798,1100,11
TMM stressed,5,226,2;5;6;7;8,0.69110097965,0.76324061561,0.718119310335,0.656363636364,0.124653739612,0.750355007524,722,1100,11
TMM stressed,5,227,2;5;6;7;9,0.668865787019,0.751713600274,0.724538755926,0.666363636364,0.144611186903,0.755303271413,733,1100,11
TMM stressed,5,228,2;5;6;8;9,0.674623895644,0.747842625323,0.718878800769,0.651818181818,0.133891213389,0.744025413528,717,1100,11
TMM stressed,5,229,2;5;7;8;9,0.679765071326,0.758904334202,0.727864417279,0.661818181818,0.146978021978,0.728880290511,728,1100,11
TMM stressed,5,230,2;6;7;8;9,0.6914017991,0.796531734133,0.723313343328,0.707272727273,0.122107969152,0.762213824071,778,1100,11
TMM stressed,5,231,3;4;5;6;7,0.660948626987,0.740228616476,0.73483642097,0.684545454545,0.132802124834,0.800819063344,753,1100,11
TMM stressed,5,232,3;4;5;6;8,0.691329109569,0.754847007638,0.741609370617,0.66,0.114325068871,0.794903690926,726,1100,11
TMM stressed,5,233,3;4;5;6;9,0.668010994503,0.737941029485,0.754537731134,0.672727272727,0.140540540541,0.797168947894,740,1100,11
TMM stressed,5,234,3;4;5;7;8,0.703362403101,0.765290697674,0.754249031008,0.665454545455,0.127049180328,0.780997553765,732,1100,11
TMM stressed,5,235,3;4;5;7;9,0.669088076434,0.748262544639,0.752237223075,0.687272727273,0.153439153439,0.781702712114,756,1100,11
TMM stressed,5,236,3;4;5;8;9,0.681118270974,0.738759773051,0.743604866541,0.649090909091,0.133053221289,0.77612404277,714,1100,11
TMM stressed,5,237,3;4;6;7;8,0.70282281405,0.796982434501,0.745124451585,0.720909090909,0.107187894073,0.80447138725,793,1100,11
TMM stressed,5,238,3;4;6;7;9,0.68088479813,0.794063595509,0.753185180609,0.75,0.126060606061,0.803944198468,825,1100,11
TMM stressed,5,239,3;4;6;8;9,0.699818981533,0.779977875521,0.750072777892,0.714545454545,0.110687022901,0.801370238751,786,1100,11
TMM stressed,5,240,3;4;7;8;9,0.675417002993,0.770669661434,0.744438706702,0.725454545455,0.132832080201,0.787887800243,798,1100,11
TMM stressed,5,241,3;5;6;7;8,0.710476918799,0.780390910536,0.749364373113,0.654545454545,0.118055555556,0.777482886876,720,1100,11
TMM stressed,5,242,3;5;6;7;9,0.675341021193,0.756155875964,0.740989119395,0.667272727273,0.141689373297,0.779870238291,734,1100,11
TMM stressed,5,243,3;5;6;8;9,0.681550090116,0.745271460683,0.730356817399,0.638181818182,0.125356125356,0.772409523415,702,1100,11
TMM stressed,5,244,3;5;7;8;9,0.700817813241,0.766448829976,0.747676614336,0.646363636364,0.135021097046,0.757403388063,711,1100,11
TMM stressed,5,245,3;6;7;8;9,0.696623160746,0.795168175009,0.739426214369,0.705454545455,0.115979381443,0.785969946084,776,1100,11
TMM stressed,5,246,4;5;6;7;8,0.694986195991,0.763066838543,0.740505503337,0.667272727273,0.115803814714,0.791732042058,734,1100,11
TMM stressed,5,247,4;5;6;7;9,0.679235026442,0.748675439675,0.755370803099,0.679090909091,0.137884872825,0.794960157633,747,1100,11
TMM stressed,5,248,4;5;6;8;9,0.682771454604,0.744377351886,0.740794506303,0.656363636364,0.120498614958,0.785940313441,722,1100,11
TMM stressed,5,249,4;5;7;8;9,0.698762146117,0.761848805327,0.753816676813,0.661818181818,0.130494505495,0.772408941867,728,1100,11
TMM stressed,5,250,4;6;7;8;9,0.706816672587,0.804487822958,0.757601964388,0.716363636364,0.112944162437,0.798693913246,788,1100,11
TMM stressed,5,251,5;6;7;8;9,0.687962536694,0.764334615442,0.7336531179,0.650909090909,0.125698324022,0.76858853492,716,1100,11
TMM stressed,7,0,0;1;2;3;4;5;6,0.682176887557,0.744387647419,0.721037377934,0.604545454545,0.118796992481,0.781616134687,665,1100,11
TMM stressed,7,1,0;1;2;3;4;5;7,0.682042385277,0.742072806263,0.730035620739,0.62,0.134897360704,0.770076559578,682,1100,11
TMM stressed,7,2,0;1;2;3;4;5;8,0.704629127125,0.752638964265,0.734705252505,0.599090909091,0.118361153263,0.767036266923,659,1100,11
TMM stressed,7,3,0;1;2;3;4;5;9,0.683372912517,0.751398038915,0.732074459936,0.619090909091,0.13362701909,0.766819936704,681,1100,11
TMM stressed,7,4,0;1;2;3;4;6;7,0.711956825397,0.787006984127,0.737737142857,0.673636363636,0.109311740891,0.786470290216,741,1100,11
TMM stressed,7,5,0;1;2;3;4;6;8,0.726128065905,0.785735089143,0.733409265847,0.652727272727,0.0933147632312,0.784825115286,718,1100,11
TMM stressed,7,6,0;1;2;3;4;6;9,0.720270183307,0.800436609888,0.747741459623,0.677272727273,0.107382550336,0.78410751494,745,1100,11
TMM stressed,7,7,0;1;2;3;4;7;8,0.709377212132,0.772586641322,0.736405443268,0.669090909091,0.115489130435,0.774316200466,736,1100,11
TMM stressed,7,8,0;1;2;3;4;7;9,0.696765723833,0.785721446473,0.743410908223,0.695454545455,0.130718954248,0.77304529378,765,1100,11
TMM stressed,7,9,0;1;2;3;4;8;9,0.707573484196,0.776224326651,0.734477923995,0.672727272727,0.113513513514,0.771457164205,740,1100,11
TMM stressed,7,10,0;1;2;3;5;6;7,0.688611016232,0.748880011485,0.724970422403,0.606363636364,0.125937031484,0.767593808946,667,1100,11
TMM stressed,7,11,0;1;2;3;5;6;8,0.706318090435,0.759725056277,0.72448974476,0.587272727273,0.108359133127,0.763777267,646,1100,11
TMM stressed,7,12,0;1;2;3;5;6;9,0.696699994221,0.767097227841,0.734877381572,0.606363636364,0.124437781109,0.76427015536,667,1100,11
TMM stressed,7,13,0;1;2;3;5;7;8,0.704630624179,0.751368898437,0.728960496479,0.597272727273,0.120243531202,0.752522927691,657,1100,11
TMM stressed,7,14,0;1;2;3;5;7;9,0.697827188909,0.766352024623,0.743646651049,0.62,0.139296187683,0.75232036089,682,1100,11
TMM stressed,7,15,0;1;2;3;5;8;9,0.707638233873,0.764058019981,0.733419678178,0.597272727273,0.120243531202,0.74862653768,657,1100,11
TMM stressed,7,16,0;1;2;3;6;7;8,0.722507138373,0.782492254106,0.728078613232,0.652727272727,0.100278551532,0.771905593119,718,1100,11
TMM stressed,7,17,0;1;2;3;6;7;9,0.706907510353,0.791210134405,0.734807926427,0.678181818182,0.116621983914,0.771253160556,746,1100,11
TMM stressed,7,18,0;1;2;3;6;8;9,0.717703397571,0.784090507693,0.72368812793,0.655454545455,0.0984743411928,0.76899361218,721,1100,11
TMM stressed,7,19,0;1;2;3;7;8;9,0.711101273776,0.780721044915,0.73481083757,0.669090909091,0.118206521739,0.758075234228,736,1100,11
TMM stressed,7,20,0;1;2;4;5;6;7,0.681576000532,0.742891328469,0.716164462011,0.615454545455,0.121122599705,0.77860338418,677,1100,11
TMM stressed,7,21,0;1;2;4;5;6;8,0.717816976501,0.769716723,0.73383429905,0.595454545455,0.103816793893,0.774089789138,655,1100,11
TMM stressed,7,22,0;1;2;4;5;6;9,0.696532554967,0.767917821748,0.736641389325,0.617272727273,0.122238586156,0.77501776355,679,1100,11
TMM stressed,7,23,0;1;2;4;5;7;8,0.709944325647,0.756506578821,0.734232021422,0.609090909091,0.116417910448,0.76347442018,670,1100,11
TMM stressed,7,24,0;1;2;4;5;7;9,0.695811579069,0.764603782341,0.744016707275,0.631818181818,0.135251798561,0.763664534041,695,1100,11
TMM stressed,7,25,0;1;2;4;5;8;9,0.709838104143,0.764873677566,0.736780403529,0.609090909091,0.116417910448,0.759330525661,670,1100,11
TMM stressed,7,26,0;1;2;4;6;7;8,0.729591810647,0.794090125837,0.732894958864,0.659090909091,0.0951724137931,0.78172708054,725,1100,11
TMM stressed,7,27,0;1;2;4;6;7;9,0.715064349302,0.800921813624,0.740303191804,0.683636363636,0.110372340426,0.781461328794,752,1100,11
TMM stressed,7,28,0;1;2;4;6;8;9,0.719861376183,0.789109154713,0.725204703565,0.662727272727,0.0946502057613,0.77854261144,729,1100,11
TMM stressed,7,29,0;1;2;4;7;8;9,0.722169373769,0.797558874754,0.749725503559,0.68,0.116310160428,0.768229294172,748,1100,11
TMM stressed,7,30,0;1;2;5;6;7;8,0.71251307712,0.766131738418,0.72426027911,0.596363636364,0.108231707317,0.760166219071,656,1100,11
TMM stressed,7,31,0;1;2;5;6;7;9,0.690029667302,0.762878306267,0.725587085091,0.618181818182,0.126470588235,0.761043558686,680,1100,11
TMM stressed,7,32,0;1;2;5;6;8;9,0.709892651826,0.773849615364,0.727008100924,0.598181818182,0.109422492401,0.755927940503,658,1100,11
TMM stressed,7,33,0;1;2;5;7;8;9,0.714427655678,0.776369047619,0.740714285714,0.611818181818,0.121842496285,0.744902649422,673,1100,11
TMM stressed,7,34,0;1;2;6;7;8;9,0.725632763498,0.79972451113,0.730316074284,0.660909090909,0.100412654746,0.765694835202,727,1100,11
TMM stressed,7,35,0;1;3;4;5;6;7,0.685118801653,0.751451446281,0.732035123967,0.619090909091,0.120411160059,0.793504268209,681,1100,11
TMM stressed,7,36,0;1;3;4;5;6;8,0.721277460317,0.777097142857,0.752345396825,0.595454545455,0.102290076336,0.790978554261,655,1100,11
TMM stressed,7,37,0;1;3;4;5;6;9,0.686359255391,0.761377799981,0.739442198909,0.619090909091,0.12187958884,0.790470611335,681,1100,11
TMM stressed,7,38,0;1;3;4;5;7;8,0.714995213311,0.763445249515,0.751029016566,0.607272727273,0.115269461078,0.780459710975,668,1100,11
TMM stressed,7,39,0;1;3;4;5;7;9,0.680976142286,0.752394707732,0.737922606138,0.631818181818,0.13381294964,0.779284998098,695,1100,11
TMM stressed,7,40,0;1;3;4;5;8;9,0.712947356795,0.768947087889,0.751218481544,0.606363636364,0.115442278861,0.77685281325,667,1100,11
TMM stressed,7,41,0;1;3;4;6;7;8,0.734666090117,0.801059410375,0.75227917368,0.662727272727,0.0946502057613,0.796393658393,729,1100,11
TMM stressed,7,42,0;1;3;4;6;7;9,0.708891071465,0.799705352261,0.745271460683,0.694545454545,0.109947643979,0.794733092862,764,1100,11
TMM stressed,7,43,0;1;3;4;6;8;9,0.731352943575,0.802149584149,0.752023197978,0.671818181818,0.0947225981055,0.793735815842,739,1100,11
TMM stressed,7,44,0;1;3;4;7;8;9,0.711926533955,0.786362572871,0.752300688257,0.682727272727,0.117177097204,0.783538163584,751,1100,11
TMM stressed,7,45,0;1;3;5;6;7;8,0.717711144428,0.772503748126,0.740654672664,0.594545454545,0.105504587156,0.778016790866,654,1100,11
TMM stressed,7,46,0;1;3;5;6;7;9,0.692190914825,0.767282221277,0.737951704143,0.619090909091,0.126284875184,0.777551799323,681,1100,11
TMM stressed,7,47,0;1;3;5;6;8;9,0.714178559444,0.776766151477,0.741107558082,0.595454545455,0.106870229008,0.774321782155,655,1100,11
TMM stressed,7,48,0;1;3;5;7;8;9,0.716726096885,0.772850217131,0.748076707098,0.604545454545,0.117293233083,0.763344846265,665,1100,11
TMM stressed,7,49,0;1;3;6;7;8;9,0.738325388418,0.810572622411,0.754865034526,0.662727272727,0.0987654320988,0.781818179509,729,1100,11
TMM stressed,7,50,0;1;4;5;6;7;8,0.725432057782,0.779761186222,0.749024223403,0.605454545455,0.102102102102,0.787786315418,666,1100,11
TMM stressed,7,51,0;1;4;5;6;7;9,0.691686717579,0.766547606594,0.738336845356,0.629090909091,0.121387283237,0.787807030523,692,1100,11
TMM stressed,7,52,0;1;4;5;6;8;9,0.718943503754,0.781288140322,0.746865332596,0.606363636364,0.103448275862,0.78376914833,667,1100,11
TMM stressed,7,53,0;1;4;5;7;8;9,0.711800501762,0.767585605945,0.74458978091,0.617272727273,0.113402061856,0.773491150123,679,1100,11
TMM stressed,7,54,0;1;4;6;7;8;9,0.731832587432,0.807608189385,0.747200340212,0.670909090909,0.0948509485095,0.79089952695,738,1100,11
TMM stressed,7,55,0;1;5;6;7;8;9,0.711956708892,0.777513221006,0.734187676793,0.606363636364,0.106446776612,0.770888053506,667,1100,11
TMM stressed,7,56,0;2;3;4;5;6;7,0.687005492667,0.750858390087,0.723209735456,0.614545454545,0.119822485207,0.787843644487,676,1100,11
TMM stressed,7,57,0;2;3;4;5;6;8,0.711965392562,0.764049586777,0.730790289256,0.591818181818,0.10291858679,0.784931560342,651,1100,11
TMM stressed,7,58,0;2;3;4;5;6;9,0.683504761905,0.752817777778,0.724256507937,0.614545454545,0.121301775148,0.785295661703,676,1100,11
