dataset,method,method_label,B_component_checks,reference_evaluations,budget_fraction,accepted_coverage,mean_relerr,relerr_cluster_low,relerr_cluster_high,mean_cosine,cosine_cluster_low,cosine_cluster_high,mean_false_risk,false_risk_cluster_low,false_risk_cluster_high
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,1,2,0.0625,0.9375,0.339486558421,0.327882464621,0.35137652186,0.952266805162,0.949507082252,0.95497031664,0.082,0.07,0.0946666666667
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,2,4,0.125,0.875,0.335396582269,0.323711300691,0.347401709537,0.953616946008,0.950868306909,0.956316281632,0.0664285714286,0.0557142857143,0.0771428571429
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,3,6,0.1875,0.8125,0.329767224231,0.317796772274,0.341989796729,0.955427608268,0.952666443891,0.958194663917,0.0576923076923,0.0476923076923,0.0676923076923
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,4,8,0.25,0.75,0.322578858383,0.310744282262,0.334630575399,0.957669462716,0.95498727487,0.960281660271,0.045,0.0366666666667,0.0533333333333
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,5,10,0.3125,0.6875,0.315034042265,0.303244652932,0.327025095141,0.960174370031,0.957583411391,0.962714664977,0.0409090909091,0.0318181818182,0.05
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,6,12,0.375,0.625,0.305538664932,0.293519402753,0.317707531977,0.963060114566,0.960534096697,0.965559124801,0.041,0.031,0.051
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,7,14,0.4375,0.5625,0.296337096861,0.283981732531,0.308810950613,0.965644615808,0.963095368865,0.968178897182,0.0388888888889,0.0288888888889,0.05
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,8,16,0.5,0.5,0.2793428328,0.266481945552,0.292134489527,0.970114591512,0.967578046342,0.972645455195,0.0275,0.0175,0.0375
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,9,18,0.5625,0.4375,0.263045677817,0.250386193165,0.275757035427,0.974248331858,0.971778933629,0.976686011422,0.0128571428571,0.00571428571429,0.0214285714286
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,10,20,0.625,0.375,0.244905530761,0.232287366425,0.257347041866,0.978007749394,0.975755392087,0.980227296173,0,0,0
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,11,22,0.6875,0.3125,0.221999529171,0.208873768628,0.234855584407,0.981173191744,0.978975908221,0.983377661985,0,0,0
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,12,24,0.75,0.25,0.191119091234,0.177617933311,0.204305710901,0.985157834526,0.982973938191,0.987309719042,0,0,0
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,13,26,0.8125,0.1875,0.1593637271,0.145827296671,0.17278157775,0.988715914743,0.986744785516,0.990623010823,0,0,0
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,14,28,0.875,0.125,0.123027024715,0.110171059349,0.135855030924,0.992462617458,0.990776601884,0.994029484687,0,0,0
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,15,30,0.9375,0.0625,0.0811746877076,0.0704169022698,0.0920794368053,0.996410458893,0.995543272117,0.997211267685,0,0,0
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,16,32,1,0,0,0,0,0.999999999981,0.99999999998,0.999999999981,,,
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,0,0,0,1,0.343819091669,0.332812035275,0.355275786468,0.950911527565,0.948265870045,0.953508076229,0.106875,0.094375,0.12
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,1,2,0.0625,0.9375,0.33949978235,0.327927265382,0.351330020474,0.952276786701,0.949539440398,0.954977247681,0.0833333333333,0.0713333333333,0.096
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,2,4,0.125,0.875,0.334868480556,0.323153250436,0.346826989016,0.953778964148,0.951007109081,0.956486177213,0.0664285714286,0.0557142857143,0.0771428571429
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,3,6,0.1875,0.8125,0.32975932906,0.318064748715,0.34186676369,0.955469848044,0.952713464787,0.958207762251,0.0546153846154,0.0446153846154,0.0646153846154
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,4,8,0.25,0.75,0.323136612229,0.311231235327,0.335364109058,0.957533153596,0.954786042896,0.960222117402,0.0416666666667,0.0333333333333,0.05
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,5,10,0.3125,0.6875,0.317032960412,0.305145360452,0.329350150059,0.95955069173,0.956903690122,0.962161191067,0.0409090909091,0.0318181818182,0.05
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,6,12,0.375,0.625,0.306970096223,0.294902449393,0.319277922595,0.96243529254,0.959814821417,0.965024968637,0.035,0.026,0.044025
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,7,14,0.4375,0.5625,0.296334025207,0.28426183853,0.308578099572,0.965354107352,0.962715856394,0.967930324443,0.0233333333333,0.0144444444444,0.0322222222222
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,8,16,0.5,0.5,0.282422315865,0.269212764752,0.295599742236,0.969037693317,0.966365312792,0.971652438632,0.015,0.0075,0.02375
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,9,18,0.5625,0.4375,0.265501316384,0.252557719671,0.278099874222,0.973287598754,0.970810490215,0.975699874483,0.01,0.00285714285714,0.0171428571429
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,10,20,0.625,0.375,0.246112835775,0.233393576913,0.258675612609,0.977781490172,0.975517136592,0.980039827924,0,0,0
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,11,22,0.6875,0.3125,0.227334970838,0.215254802389,0.23932379615,0.980597420916,0.978404594142,0.982735414094,0,0,0
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,12,24,0.75,0.25,0.208623814082,0.196047487437,0.220718779851,0.982639168323,0.980368465235,0.984847866142,0,0,0
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,13,26,0.8125,0.1875,0.169628146253,0.156119302754,0.182696734216,0.987586220501,0.985365465958,0.989709231229,0,0,0
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,14,28,0.875,0.125,0.138427462065,0.124931746305,0.151464484511,0.99144871995,0.989689007381,0.993095624034,0,0,0
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,15,30,0.9375,0.0625,0.0950027838165,0.0826345012193,0.107547998453,0.995786784827,0.994811552614,0.996693442038,0,0,0
Heat/Poisson stressed,magnitude,Magnitude $|\bar g|$,16,32,1,0,0,0,0,0.999999999981,0.99999999998,0.999999999981,,,
