dataset,method,method_label,B_component_checks,reference_evaluations,budget_fraction,accepted_coverage,mean_relerr,relerr_cluster_low,relerr_cluster_high,mean_cosine,cosine_cluster_low,cosine_cluster_high,mean_false_risk,false_risk_cluster_low,false_risk_cluster_high
TMM stressed,sign_agreement,Modal sign agreement,7,14,0.636363636364,0.363636363636,0.626840781329,0.541399601804,0.718118523336,0.902741239383,0.890747418501,0.914228686657,0.123212890625,0.0907564697266,0.1584921875
TMM stressed,sign_agreement,Modal sign agreement,8,16,0.727272727273,0.272727272727,0.535149620176,0.461646271638,0.613633450341,0.918148008881,0.908167653505,0.928000436159,0.123697916667,0.0901342773438,0.160416992188
TMM stressed,sign_agreement,Modal sign agreement,9,18,0.818181818182,0.181818181818,0.423108504182,0.364531092689,0.486092171876,0.936771548022,0.928137022556,0.945255788424,0.122861328125,0.0889931640625,0.160176025391
TMM stressed,sign_agreement,Modal sign agreement,10,20,0.909090909091,0.0909090909091,0.273807340953,0.233930125624,0.316342389274,0.961733210998,0.954937276471,0.968128146239,0.12244140625,0.0886323242188,0.1594140625
TMM stressed,sign_agreement,Modal sign agreement,11,22,1,0,0,0,0,0.999999974789,0.999999953369,0.99999998954,,,
TMM stressed,snr,SNR $|\bar g|/s$,0,0,0,1,0.956862317495,0.84380441385,1.0784168181,0.777042071334,0.718009862357,0.828942484123,0.211818181818,0.183636363636,0.241818181818
TMM stressed,snr,SNR $|\bar g|/s$,1,2,0.0909090909091,0.909090909091,0.936879998667,0.823254524968,1.05929091369,0.800353747001,0.758104162493,0.839376145082,0.19,0.162,0.221
TMM stressed,snr,SNR $|\bar g|/s$,2,4,0.181818181818,0.818181818182,0.910599646052,0.795812567996,1.03433902708,0.818785508698,0.78439535859,0.851763369288,0.163333333333,0.134444444444,0.195555555556
TMM stressed,snr,SNR $|\bar g|/s$,3,6,0.272727272727,0.727272727273,0.874366964002,0.759265971344,0.998769961311,0.841649859639,0.813615670258,0.868568910522,0.145,0.115,0.1775
TMM stressed,snr,SNR $|\bar g|/s$,4,8,0.363636363636,0.636363636364,0.838185195603,0.72258147213,0.963639787531,0.861018948232,0.836137576415,0.884844962035,0.125714285714,0.0942857142857,0.158571428571
TMM stressed,snr,SNR $|\bar g|/s$,5,10,0.454545454545,0.545454545455,0.805413971327,0.69154729555,0.93001399732,0.877205639801,0.85620236335,0.897268835472,0.106666666667,0.075,0.141666666667
TMM stressed,snr,SNR $|\bar g|/s$,6,12,0.545454545455,0.454545454545,0.75793695331,0.646069561363,0.882341316083,0.894515635121,0.877251354817,0.911204471715,0.084,0.052,0.118
TMM stressed,snr,SNR $|\bar g|/s$,7,14,0.636363636364,0.363636363636,0.706280585535,0.597086502851,0.826717553884,0.907325248427,0.89123325681,0.922470299033,0.0825,0.05,0.12
TMM stressed,snr,SNR $|\bar g|/s$,8,16,0.727272727273,0.272727272727,0.643690165247,0.537562209014,0.759834624073,0.921847169551,0.909099270705,0.933789280658,0.0766666666667,0.04,0.116666666667
TMM stressed,snr,SNR $|\bar g|/s$,9,18,0.818181818182,0.181818181818,0.541236832588,0.446728044065,0.646231959514,0.934795343439,0.924702953791,0.944149650277,0.065,0.03,0.105
TMM stressed,snr,SNR $|\bar g|/s$,10,20,0.909090909091,0.0909090909091,0.372665166127,0.302924995762,0.452465949577,0.94988456745,0.939704446237,0.959498140647,0.07,0.02975,0.12
TMM stressed,snr,SNR $|\bar g|/s$,11,22,1,0,0,0,0,0.999999974789,0.999999953369,0.99999998954,,,
TMM stressed,magnitude,Magnitude $|\bar g|$,0,0,0,1,0.956862317495,0.84380441385,1.0784168181,0.777042071334,0.718009862357,0.828942484123,0.211818181818,0.183636363636,0.241818181818
TMM stressed,magnitude,Magnitude $|\bar g|$,1,2,0.0909090909091,0.909090909091,0.940803406084,0.82713705582,1.06318244359,0.79481985432,0.74967605792,0.835760370595,0.193,0.165,0.224
TMM stressed,magnitude,Magnitude $|\bar g|$,2,4,0.181818181818,0.818181818182,0.917347021034,0.802891660115,1.0398100905,0.805928128267,0.76691778789,0.842418112038,0.173333333333,0.143333333333,0.206666666667
TMM stressed,magnitude,Magnitude $|\bar g|$,3,6,0.272727272727,0.727272727273,0.896397092871,0.781244163342,1.01958834061,0.824176552696,0.791266178482,0.855707723666,0.145,0.1125,0.18
TMM stressed,magnitude,Magnitude $|\bar g|$,4,8,0.363636363636,0.636363636364,0.866906824207,0.752238452808,0.990966269062,0.843424328409,0.815448828469,0.870316292072,0.137142857143,0.105714285714,0.171428571429
TMM stressed,magnitude,Magnitude $|\bar g|$,5,10,0.454545454545,0.545454545455,0.846585184169,0.732759789497,0.971431050733,0.854143000581,0.828534083713,0.878754033007,0.118333333333,0.0866666666667,0.151666666667
TMM stressed,magnitude,Magnitude $|\bar g|$,6,12,0.545454545455,0.454545454545,0.806400395225,0.694519199369,0.929432824037,0.874529329704,0.852688734897,0.89546169124,0.092,0.06,0.126
TMM stressed,magnitude,Magnitude $|\bar g|$,7,14,0.636363636364,0.363636363636,0.757896911831,0.647350089687,0.878778965522,0.896453532354,0.879623572595,0.91235095135,0.075,0.0425,0.1125
TMM stressed,magnitude,Magnitude $|\bar g|$,8,16,0.727272727273,0.272727272727,0.697100482778,0.590716333323,0.813917937715,0.912038831423,0.895870001468,0.927509791149,0.0566666666667,0.0233333333333,0.0966666666667
TMM stressed,magnitude,Magnitude $|\bar g|$,9,18,0.818181818182,0.181818181818,0.580495969619,0.483823395761,0.687908924985,0.929935974636,0.919778262225,0.939800951279,0.065,0.03,0.11
TMM stressed,magnitude,Magnitude $|\bar g|$,10,20,0.909090909091,0.0909090909091,0.433719774374,0.357603311905,0.518504475135,0.941239793041,0.930717966693,0.951364461076,0.06,0.02,0.11
TMM stressed,magnitude,Magnitude $|\bar g|$,11,22,1,0,0,0,0,0.999999974789,0.999999953369,0.99999998954,,,
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,0,0,0,1,0.343819091669,0.332812035275,0.355275786468,0.950911527565,0.948265870045,0.953508076229,0.106875,0.094375,0.12
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,1,2,0.0625,0.9375,0.339326274051,0.327788572746,0.351270246785,0.95233264485,0.949619336986,0.955015721478,0.0832682291667,0.0712962239583,0.0951420572917
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,2,4,0.125,0.875,0.334741720656,0.323076020341,0.346739170232,0.953851946951,0.951119742849,0.956533547509,0.0655385044643,0.055233921596,0.0760410505022
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,3,6,0.1875,0.8125,0.32865881622,0.316735731179,0.340857458068,0.955750472743,0.952989221246,0.958488765226,0.0542953725962,0.0449183067909,0.0637786207933
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,4,8,0.25,0.75,0.321416818749,0.309687517569,0.333528573174,0.957944212867,0.955269645084,0.960578612717,0.04810546875,0.0395971272786,0.0567225341797
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,5,10,0.3125,0.6875,0.312011406794,0.300376203268,0.323931493913,0.960464666452,0.957908681159,0.962956978341,0.0464399857955,0.0376863014915,0.0552113370028
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,6,12,0.375,0.625,0.299598187116,0.288089450787,0.311336777256,0.963296955886,0.960894782047,0.965633170824,0.046544921875,0.0374706542969,0.0556115234375
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,7,14,0.4375,0.5625,0.28476848598,0.273651188221,0.296072697318,0.966385926925,0.964162812142,0.968538234719,0.0464344618056,0.0371527777778,0.0556901584201
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,8,16,0.5,0.5,0.268183137755,0.25775693671,0.278877701001,0.969718167958,0.967732680504,0.971646386628,0.0460668945312,0.0367501831055,0.0554053344727
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,9,18,0.5625,0.4375,0.250150120504,0.240413790513,0.260101548913,0.973173371778,0.971414116766,0.974875124265,0.0461160714286,0.0368051757813,0.0554411969866
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,10,20,0.625,0.375,0.230677168631,0.221688267916,0.239843870232,0.976724095545,0.97520158719,0.978208354554,0.0459244791667,0.0366471354167,0.0551726074219
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,11,22,0.6875,0.3125,0.209514907329,0.201280201983,0.217918399378,0.980358066537,0.979042509446,0.981639689758,0.04609765625,0.0367928710938,0.0554104492188
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,12,24,0.75,0.25,0.185812648232,0.178468150395,0.193272494578,0.984097190761,0.983008436922,0.985145566379,0.0458984375,0.0366744384766,0.0551369628906
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,13,26,0.8125,0.1875,0.158794420475,0.15247035975,0.165279859482,0.987893563455,0.987039313467,0.988715884744,0.0462044270833,0.0368684895833,0.0555275065104
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,14,28,0.875,0.125,0.12594352557,0.120878262036,0.131160731825,0.991815261393,0.991216632781,0.992389126623,0.04599609375,0.0366796875,0.0552734375
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,15,30,0.9375,0.0625,0.0818689662032,0.0784660755774,0.0853975358087,0.995836158697,0.99551145829,0.996144371753,0.04681640625,0.03740234375,0.0563286132812
Heat/Poisson stressed,mean_aligned_sign,Mean-aligned sign,16,32,1,0,0,0,0,0.999999999981,0.99999999998,0.999999999981,,,
Heat/Poisson stressed,sign_agreement,Modal sign agreement,0,0,0,1,0.343819091669,0.332812035275,0.355275786468,0.950911527565,0.948265870045,0.953508076229,0.106875,0.094375,0.12
Heat/Poisson stressed,sign_agreement,Modal sign agreement,1,2,0.0625,0.9375,0.339194126173,0.327682540484,0.35105785447,0.95238056247,0.949648437012,0.955090345514,0.0832552083333,0.0716820638021,0.0949259114583
Heat/Poisson stressed,sign_agreement,Modal sign agreement,2,4,0.125,0.875,0.334744453335,0.323164407392,0.346676245872,0.953847626069,0.951120196786,0.956524778278,0.0657212611607,0.0552355259487,0.0763281598772
Heat/Poisson stressed,sign_agreement,Modal sign agreement,3,6,0.1875,0.8125,0.328580157243,0.31669859562,0.340708120651,0.955788106764,0.953032436735,0.958520340859,0.0546349158654,0.0451591045673,0.0642114257813
Heat/Poisson stressed,sign_agreement,Modal sign agreement,4,8,0.25,0.75,0.321406650772,0.30971763383,0.333487924868,0.957945267186,0.955272744111,0.960573195124,0.0480875651042,0.0396044514974,0.0567401529948
Heat/Poisson stressed,sign_agreement,Modal sign agreement,5,10,0.3125,0.6875,0.312087877265,0.30047094276,0.323978378907,0.96045514289,0.957903952181,0.962941496283,0.0465944602273,0.0378213334517,0.0553764204545
Heat/Poisson stressed,sign_agreement,Modal sign agreement,6,12,0.375,0.625,0.299767651004,0.288225505922,0.311451098886,0.963263202733,0.960861393368,0.965602584535,0.046833984375,0.0377373535156,0.055884765625
Heat/Poisson stressed,sign_agreement,Modal sign agreement,7,14,0.4375,0.5625,0.28490532915,0.273785327057,0.296241035618,0.966340042894,0.964110010091,0.968501758888,0.0468576388889,0.0375997721354,0.0561569010417
Heat/Poisson stressed,sign_agreement,Modal sign agreement,8,16,0.5,0.5,0.268488555766,0.258033972282,0.279164653351,0.969606705872,0.967608190633,0.971552858714,0.0464868164062,0.037172668457,0.0557935791016
Heat/Poisson stressed,sign_agreement,Modal sign agreement,9,18,0.5625,0.4375,0.250426226185,0.240686501706,0.260447610113,0.973095419523,0.971331435979,0.97480871129,0.0464174107143,0.0371034458705,0.0557059151786
Heat/Poisson stressed,sign_agreement,Modal sign agreement,10,20,0.625,0.375,0.230844170567,0.221831843755,0.240060207726,0.976682111574,0.975154757139,0.978166277293,0.046455078125,0.0371809895833,0.0557553710937
Heat/Poisson stressed,sign_agreement,Modal sign agreement,11,22,0.6875,0.3125,0.209618045963,0.201369655571,0.218022147647,0.980321891026,0.979013047976,0.981599324922,0.04634765625,0.0370818359375,0.0556407226563
Heat/Poisson stressed,sign_agreement,Modal sign agreement,12,24,0.75,0.25,0.185966031752,0.178571350983,0.193517172734,0.984039621682,0.982946945361,0.985099965651,0.0464794921875,0.0372116699219,0.0557960205078
Heat/Poisson stressed,sign_agreement,Modal sign agreement,13,26,0.8125,0.1875,0.158827820969,0.152498876527,0.165299589668,0.987867130336,0.987003855858,0.988693199177,0.0467513020833,0.0374152018229,0.0562306315104
Heat/Poisson stressed,sign_agreement,Modal sign agreement,14,28,0.875,0.125,0.12610403145,0.120983970441,0.131360358274,0.99178458202,0.991174085161,0.992374718792,0.046962890625,0.0375778808594,0.05650390625
Heat/Poisson stressed,sign_agreement,Modal sign agreement,15,30,0.9375,0.0625,0.0819201929799,0.0784847795561,0.0854296926977,0.995829644879,0.995506658199,0.996141898464,0.04615234375,0.036796875,0.0555864257812
Heat/Poisson stressed,sign_agreement,Modal sign agreement,16,32,1,0,0,0,0,0.999999999981,0.99999999998,0.999999999981,,,
Heat/Poisson stressed,snr,SNR $|\bar g|/s$,0,0,0,1,0.343819091669,0.332812035275,0.355275786468,0.950911527565,0.948265870045,0.953508076229,0.106875,0.094375,0.12
