benchmark,query,component,x_k,step_h_over_2,step_h,step_2h,g_h_over_2,g_h,g_2h,g_independent,g_grid80_independent,g_grid160_independent,g_grid320_independent,g_grid640_independent,zero_tolerance,unresolved,sign_h_over_2,sign_h,sign_2h,sign_independent,retain_h2_vs_h,retain_2h_vs_h,retain_h_vs_independent,grid_sign_consistent,relative_change_h2_h,relative_change_2h_h,relative_error_h_independent
TMM_easy,2,9,259.0420044203868,0.25,0.5,1.0,-0.00030506254810913624,-0.0003050645414033326,-0.0003050725147046851,-0.00030506188368034366,nan,nan,nan,nan,6.644313987891337e-09,0,-1,-1,-1,-1,1,1,1,1,6.5340081387302975e-06,2.613575778929559e-05,8.712002308513194e-06
TMM_easy,2,10,179.7448418968336,0.25,0.5,1.0,-0.0002900315026892475,-0.00029003344578693024,-0.00029004121794962145,-0.0002900308549836416,nan,nan,nan,nan,6.47699227585008e-09,0,-1,-1,-1,-1,1,1,1,1,6.699564174341805e-06,2.679675235869689e-05,8.932774224082096e-06
TMM_easy,3,0,155.94596308335795,0.25,0.5,1.0,-0.0005377575501854803,-0.0005377656139778919,-0.0005377978701998631,-0.0005377548622790347,nan,nan,nan,nan,2.6879308038611306e-08,0,-1,-1,-1,-1,1,1,1,1,1.4994994477119735e-05,5.997833713852381e-05,1.999328067417544e-05
TMM_easy,3,1,281.35688488521623,0.25,0.5,1.0,-0.0007399691711265088,-0.0007399758202633056,-0.0007400024174653019,-0.0007399669547610416,nan,nan,nan,nan,2.2163789322367698e-08,0,-1,-1,-1,-1,1,1,1,1,8.985613603353076e-06,3.5942047442876466e-05,1.1980799941269116e-05
TMM_easy,3,2,182.31761387603467,0.25,0.5,1.0,-0.002007334913877168,-0.002007410574475288,-0.0020077132499622397,-0.002007309694412865,nan,nan,nan,nan,2.522019937334363e-07,0,-1,-1,-1,-1,1,1,1,1,3.7690644396355056e-05,0.000150756332836586,5.0253826350057285e-05
TMM_easy,3,3,239.28762320056828,0.25,0.5,1.0,-0.0018064397389840892,-0.0018064813084484044,-0.0018066475973541052,-0.0018064258827414856,nan,nan,nan,nan,1.3856488105072154e-07,0,-1,-1,-1,-1,1,1,1,1,2.3011289472416784e-05,9.204280123270423e-05,3.068158339619386e-05
TMM_easy,3,4,173.36543282440576,0.25,0.5,1.0,-0.004934352779167428,-0.004935033986886661,-0.004937759867135294,-0.004934125733244115,nan,nan,nan,nan,2.2706923974435966e-06,0,-1,-1,-1,-1,1,1,1,1,0.00013803506136800264,0.0005520479573694653,0.00018404202381576158
TMM_easy,3,5,481.1049188307807,0.25,0.5,1.0,-0.004928282773144943,-0.004928904614807439,-0.004931392834297055,-0.004928075511542706,nan,nan,nan,nan,2.072805541653011e-06,0,-1,-1,-1,-1,1,1,1,1,0.000126162243153938,0.0005045672841779487,0.00016821247914634832
TMM_easy,3,6,175.9275565531259,0.25,0.5,1.0,-0.005110019040489133,-0.005110760051358354,-0.005113725254898116,-0.0051097720626416075,nan,nan,nan,nan,2.470036230735791e-06,0,-1,-1,-1,-1,1,1,1,1,0.00014499034620570558,0.0005798519458826729,0.0001933154182192415
TMM_easy,3,7,290.1367024551323,0.25,0.5,1.0,-0.001970848960033411,-0.0019708985578795746,-0.0019710969624729957,-0.0019708324277118282,nan,nan,nan,nan,1.6532615387809813e-07,0,-1,-1,-1,-1,1,1,1,1,2.5165093335290753e-05,0.00010065694240237007,3.355330870883359e-05
TMM_easy,3,8,150.61666432852866,0.25,0.5,1.0,-0.0017970105197613329,-0.0017970667364950454,-0.0017972916212729562,-0.0017969917812466784,nan,nan,nan,nan,1.8738911237529504e-07,0,-1,-1,-1,-1,1,1,1,1,3.128249639867701e-05,0.00012512425654743713,4.1709774514676186e-05
TMM_easy,3,9,291.8848785264583,0.25,0.5,1.0,-0.000693124794979072,-0.0006931295598272547,-0.0006931486194244885,-0.0006931232067019918,nan,nan,nan,nan,1.5882827275603972e-08,0,-1,-1,-1,-1,1,1,1,1,6.87439760016686e-06,2.7497129330836464e-05,9.165855319217192e-06
TMM_easy,3,10,162.4476237042994,0.25,0.5,1.0,-0.00044704258470962266,-0.00044704531422901095,-0.0004470562318774074,-0.00044704167486053076,nan,nan,nan,nan,9.098397960964158e-09,0,-1,-1,-1,-1,1,1,1,1,6.105688397599394e-06,2.4421197196152005e-05,8.14093865734194e-06
TMM_easy,4,0,157.31219755659225,0.25,0.5,1.0,0.0005947150414706837,0.0005947242828413524,0.0005947612495413312,0.0005947119610405166,nan,nan,nan,nan,3.080456889570371e-08,0,1,1,1,1,1,1,1,1,1.553891599071687e-05,6.215384745961145e-05,2.0718509721622787e-05
TMM_easy,4,1,297.09988547492486,0.25,0.5,1.0,0.0005675174901460522,0.0005675222928509527,0.0005675415041277443,0.0005675158892548163,nan,nan,nan,nan,1.6009016334805892e-08,0,1,1,1,1,1,1,1,1,8.462583692202366e-06,3.384999449711517e-05,1.128342660207233e-05
TMM_easy,4,2,160.31178772602166,0.25,0.5,1.0,0.0017650633895538448,0.0017651289169824391,0.0017653910557302588,0.001765041547722663,nan,nan,nan,nan,2.184247619811212e-07,0,1,1,1,1,1,1,1,1,3.7123310350814604e-05,0.00014848763789121385,4.949738171277979e-05
TMM_easy,4,3,248.62535640009656,0.25,0.5,1.0,0.0018034001068480965,0.0018034486943674377,0.0018036430601057196,0.0018033839113553395,nan,nan,nan,nan,1.6195839780408505e-07,0,1,1,1,1,1,1,1,1,2.6941448067236344e-05,0.00010776286205460025,3.592173833420223e-05
TMM_easy,4,4,158.1549201964225,0.25,0.5,1.0,0.004491620849977229,0.004492257641408703,0.004494805866016305,0.004491408609693364,nan,nan,nan,nan,2.1226381049140506e-06,0,1,1,1,1,1,1,1,1,0.00014175309661770136,0.0005669265110797464,0.00018899889167379273
TMM_easy,4,5,586.4065875363599,0.25,0.5,1.0,0.0042546637580775926,0.0042551622068544015,0.004257156671346796,0.00425449762335559,nan,nan,nan,nan,1.6614959226964507e-06,0,1,1,1,1,1,1,1,1,0.00011713978282802288,0.00046849685044905454,0.00015618288246245336
TMM_easy,4,6,184.05174835017078,0.25,0.5,1.0,0.00411582846876124,0.0041163273294620994,0.004118323473283503,0.004115662197436835,nan,nan,nan,nan,1.6628690028645345e-06,0,1,1,1,1,1,1,1,1,0.00012119072681339678,0.000484698162821055,0.0001615838518243613
TMM_easy,4,7,264.3612493510156,0.25,0.5,1.0,0.001558887188959579,0.0015589205148301977,0.0015590538264942944,0.0015588760805172737,nan,nan,nan,nan,1.1108623539553739e-07,0,1,1,1,1,1,1,1,1,2.1377530349769735e-05,8.550805740713742e-05,2.8503257543462144e-05
TMM_easy,4,8,164.64696234027136,0.25,0.5,1.0,0.0014759280235383532,0.0014759714496480614,0.0014761451679015103,0.0014759135484759415,nan,nan,nan,nan,1.4475369902733348e-07,0,1,1,1,1,1,1,1,1,2.9422052654578652e-05,0.00011768371920756003,3.9229195208164656e-05
TMM_easy,4,9,273.5331391613504,0.25,0.5,1.0,0.0004591077093942797,0.0004591106733753403,0.00045912252947194476,0.00045910672140238307,nan,nan,nan,nan,9.879936868628647e-09,0,1,1,1,1,1,1,1,1,6.455918436392848e-06,2.5823382307366015e-05,8.607887349170697e-06
TMM_easy,4,10,178.33350708671364,0.25,0.5,1.0,0.00022685313885828506,0.00022685469887873122,0.0002268609388433318,0.00022685261884881536,nan,nan,nan,nan,5.200068153854431e-09,0,1,1,1,1,1,1,1,1,6.876738519708878e-06,2.750568093564284e-05,9.168996393459495e-06
TMM_easy,5,0,145.4657285528487,0.25,0.5,1.0,0.0006532686175002578,0.0006532789861912747,0.0006533204622959365,0.0006532651613001582,nan,nan,nan,nan,3.456230338964398e-08,0,1,1,1,1,1,1,1,1,1.5871765717345956e-05,6.348508435832132e-05,2.11623080011321e-05
TMM_easy,5,1,286.20427758546214,0.25,0.5,1.0,0.0004957989213938419,0.0004958029578780998,0.0004958191041887217,0.0004957975759074247,nan,nan,nan,nan,1.3454947526507038e-08,0,1,1,1,1,1,1,1,1,8.14130733553336e-06,3.2564922338511836e-05,1.085505963527387e-05
TMM_easy,5,2,183.59382819386084,0.25,0.5,1.0,0.0013379763517036292,0.0013380166007899152,0.0013381776118124855,0.0013379629356673494,nan,nan,nan,nan,1.3416362095360532e-07,0,1,1,1,1,1,1,1,1,3.0081156139856584e-05,0.00012032111518603827,4.0107964680065655e-05
TMM_easy,5,3,261.17188499274084,0.25,0.5,1.0,0.0015213742636508432,0.001521408023377413,0.00152154307136948,0.0015213630106120431,nan,nan,nan,nan,1.1253242189942134e-07,0,1,1,1,1,1,1,1,1,2.2189791332164994e-05,8.875725873828342e-05,2.9586254757582323e-05
TMM_easy,5,4,162.4318013916297,0.25,0.5,1.0,0.0040998258876203675,0.004100351077047759,0.004102452633075071,0.004099650842215993,nan,nan,nan,nan,1.7506314246388635e-06,0,1,1,1,1,1,1,1,1,0.00012808401464242276,0.0005122682003366894,0.00017077436019706846
TMM_easy,5,5,593.2004249187933,0.25,0.5,1.0,0.004094490302118725,0.004094965288585328,0.00409686587545105,0.004094331987538999,nan,nan,nan,nan,1.5832882220105184e-06,0,1,1,1,1,1,1,1,1,0.00011599279435339178,0.000463912396329685,0.0001546535810925093
TMM_easy,5,6,161.20875057303147,0.25,0.5,1.0,0.004129746069319484,0.004130276994029569,0.004132401486699577,0.004129569112053153,nan,nan,nan,nan,1.7697490336162267e-06,0,1,1,1,1,1,1,1,1,0.00012854457724078422,0.0005141060656487435,0.0001713884994734269
TMM_easy,5,7,259.3368686438252,0.25,0.5,1.0,0.0015449936449434265,0.001545027715103342,0.001545164004393751,0.0015449822884167357,nan,nan,nan,nan,1.1356719971840809e-07,0,1,1,1,1,1,1,1,1,2.205148786812771e-05,8.82037699696148e-05,2.9401858725436762e-05
TMM_easy,5,8,179.11228204126488,0.25,0.5,1.0,0.0013729430506936868,0.0013729824915634792,0.0013731402675576931,0.0013729299040144615,nan,nan,nan,nan,1.3146956597450318e-07,0,1,1,1,1,1,1,1,1,2.8726418606720758e-05,0.00011490158576048824,3.830168945399499e-05
TMM_easy,5,9,265.52273267769453,0.25,0.5,1.0,0.00047331339512313164,0.0004733165145832663,0.00047332899259494576,0.0004733123553077449,nan,nan,nan,nan,1.0398200448828259e-08,0,1,1,1,1,1,1,1,1,6.590642917657374e-06,2.636223826278753e-05,8.787514048702089e-06
TMM_easy,5,10,170.71012808290922,0.25,0.5,1.0,0.0002963561713371643,0.000296358159072585,0.00029636610982075595,0.00029635550875465287,nan,nan,nan,nan,6.625784735684684e-09,0,1,1,1,1,1,1,1,1,6.7072066681942195e-06,2.682745397494029e-05,8.94295584918504e-06
TMM_easy,6,0,156.4397180910537,0.25,0.5,1.0,0.00038309596121988143,0.00038310210141645484,0.0003831266631118546,0.00038309391450931044,nan,nan,nan,nan,2.0467321911373425e-08,0,1,1,1,1,1,1,1,1,1.6027572155594276e-05,6.410855146513513e-05,2.1370039773031447e-05
TMM_easy,6,1,278.79132930499225,0.25,0.5,1.0,0.000350628383084306,0.00035063134302804055,0.0003506431831030721,0.00035062739644188697,nan,nan,nan,nan,9.866479115198484e-09,0,1,1,1,1,1,1,1,1,8.441754547661283e-06,3.3766733825369504e-05,1.125565706562591e-05
TMM_easy,6,2,159.66554504107648,0.25,0.5,1.0,0.0009634878106306033,0.0009635181853949737,0.0009636396966377636,0.0009634776859795552,nan,nan,nan,nan,1.0124921456799996e-07,0,1,1,1,1,1,1,1,1,3.152484803174576e-05,0.00012609613656834904,4.203285006177925e-05
TMM_easy,6,3,285.42642354841456,0.25,0.5,1.0,0.0009203571604849969,0.0009203743899797168,0.0009204433121709488,0.0009203514174141209,nan,nan,nan,nan,5.743164906609384e-08,0,1,1,1,1,1,1,1,1,1.872009359170441e-05,7.487934381253993e-05,2.496002262340476e-05
TMM_easy,6,4,164.59825000013961,0.25,0.5,1.0,0.0025011779232535503,0.0025014345500831148,0.0025024614001638024,0.002501092388593771,nan,nan,nan,nan,8.554227652150341e-07,0,1,1,1,1,1,1,1,1,0.00010259186255981925,0.0004103360318046773,0.0001367861051300318
TMM_easy,6,5,588.2759667242681,0.25,0.5,1.0,0.0025182091850846078,0.0025184393263417704,0.002519360162145823,0.0025181324773483923,nan,nan,nan,nan,7.671375238752869e-07,0,1,1,1,1,1,1,1,1,9.138249024124166e-05,0.00036550383620741943,0.00012184093147233237
TMM_easy,6,6,166.7712268531067,0.25,0.5,1.0,0.002458398132932693,0.002458641875718093,0.0024596171581312554,0.002458316892254085,nan,nan,nan,nan,8.124759513320849e-07,0,1,1,1,1,1,1,1,1,9.913716503687052e-05,0.0003965179743271804,0.0001321800735671166
TMM_easy,6,7,290.1704233477976,0.25,0.5,1.0,0.0008775279637718292,0.0008775431718254234,0.0008776040073928404,0.0008775228944921884,nan,nan,nan,nan,5.069351198076315e-08,0,1,1,1,1,1,1,1,1,1.7330262581376908e-05,6.93200656611768e-05,2.3106935232433308e-05
TMM_easy,6,8,162.53663751549573,0.25,0.5,1.0,0.0008734071955944778,0.0008734312167318903,0.0008735273090774154,0.0008733991887224693,nan,nan,nan,nan,8.007045804170332e-08,0,1,1,1,1,1,1,1,1,2.7502036740100347e-05,0.0001100049701097376,3.666918333977523e-05
TMM_easy,6,9,278.0995572769829,0.25,0.5,1.0,0.0002954522305034235,0.00029545418883125674,0.0002954620222718751,0.0002954515777289443,nan,nan,nan,nan,6.527759444097114e-09,0,1,1,1,1,1,1,1,1,6.628194512915156e-06,2.6512512701817433e-05,8.837587724773512e-06
TMM_easy,6,10,155.6748261039697,0.25,0.5,1.0,0.00026511031700593435,0.00026511212088042857,0.0002651193361776216,0.0002651097157103712,nan,nan,nan,nan,6.012914980739007e-09,0,1,1,1,1,1,1,1,1,6.804194724221189e-06,2.721528085080442e-05,9.072274965699788e-06
TMM_easy,7,0,168.30970675842366,0.25,0.5,1.0,-0.0011612936508011984,-0.0011613099396423632,-0.001161375096302042,-0.001161288221217526,nan,nan,nan,nan,5.429613721593303e-08,0,-1,-1,-1,-1,1,1,1,1,1.4026265175854966e-05,5.6103028114029105e-05,1.8701661025903597e-05
TMM_easy,7,1,277.6970227998631,0.25,0.5,1.0,-0.0012875304862411951,-0.0012875414637968374,-0.0012875853748325894,-0.0012875268270734143,nan,nan,nan,nan,3.659185214092512e-08,0,-1,-1,-1,-1,1,1,1,1,8.52598223120968e-06,3.410339742145161e-05,1.1367962768328726e-05
TMM_easy,7,2,152.6630113236606,0.25,0.5,1.0,-0.0033579308765157023,-0.003358049861335921,-0.003358525836517301,-0.003357891215706004,nan,nan,nan,nan,3.966160673959015e-07,0,-1,-1,-1,-1,1,1,1,1,3.543271396554997e-05,0.00014172145892242,4.724338126835891e-05
TMM_easy,7,3,270.05069493177945,0.25,0.5,1.0,-0.0035862604290819444,-0.003586362322405723,-0.003586769916344268,-0.0035862264651008793,nan,nan,nan,nan,3.3964441259470846e-07,0,-1,-1,-1,-1,1,1,1,1,2.841133009396071e-05,0.00011363816136845755,3.7881645140741954e-05
TMM_easy,7,4,181.5818349982439,0.25,0.5,1.0,-0.009646670927748735,-0.009648380751846153,-0.009655221906188616,-0.009646101027719598,nan,nan,nan,nan,5.699413658059408e-06,0,-1,-1,-1,-1,1,1,1,1,0.00017721358032959667,0.0007085444963287687,0.000236280489461251
TMM_easy,7,5,496.22616258288025,0.25,0.5,1.0,-0.009399029583935903,-0.009400516754684451,-0.009406466717062745,-0.009398533888826069,nan,nan,nan,nan,4.957235828495499e-06,0,-1,-1,-1,-1,1,1,1,1,0.0001582009571769089,0.0006325395663709095,0.00021093158069150706
TMM_easy,7,6,164.42873911611517,0.25,0.5,1.0,-0.009331520936841198,-0.009333056159458786,-0.009339198455208308,-0.009331009227242554,nan,nan,nan,nan,5.117408725293279e-06,0,-1,-1,-1,-1,1,1,1,1,0.0001644930225810416,0.0006576898198471508,0.00021932067923507818
TMM_easy,7,7,288.877497450792,0.25,0.5,1.0,-0.0035205565804059535,-0.003520649849858226,-0.0035210229414744387,-0.0035205254908956454,nan,nan,nan,nan,3.108981742420506e-07,0,-1,-1,-1,-1,1,1,1,1,2.649211260710038e-05,0.00010596114322854705,3.532272957670177e-05
TMM_easy,7,8,161.96791894274995,0.25,0.5,1.0,-0.003170706377806143,-0.00317080342428111,-0.003171191628401071,-0.003170674029386885,nan,nan,nan,nan,3.234882498907391e-07,0,-1,-1,-1,-1,1,1,1,1,3.060627291621658e-05,0.00012241585039650315,4.080823592982065e-05
TMM_easy,7,9,237.0907219836183,0.25,0.5,1.0,-0.0009079002946310588,-0.0009079056584375689,-0.0009079271138360268,-0.0009078985066991566,nan,nan,nan,nan,1.787935503353803e-08,0,-1,-1,-1,-1,1,1,1,1,5.907889724238617e-06,2.3631190357595424e-05,7.877182332597784e-06
TMM_easy,7,10,165.90142907782106,0.25,0.5,1.0,-0.0006201658832274415,-0.0006201692280164428,-0.0006201826065490024,-0.0006201647682854008,nan,nan,nan,nan,1.1149296671083182e-08,0,-1,-1,-1,-1,1,1,1,1,5.393348863862482e-06,2.1571924814217222e-05,7.191151770459795e-06
TMM_easy,8,0,163.3993191273058,0.25,0.5,1.0,0.00023803391042354072,0.00023803753697093644,0.00023805204370291877,0.00023803270158520963,nan,nan,nan,nan,1.20884913190622e-08,0,1,1,1,1,1,1,1,1,1.5235191230202692e-05,6.0939329722525935e-05,2.0313542932488088e-05
TMM_easy,8,1,294.6725861415552,0.25,0.5,1.0,0.00024169603108381565,0.00024169785264971377,0.00024170513907323388,0.00024169542389924459,nan,nan,nan,nan,6.07188632706368e-09,0,1,1,1,1,1,1,1,1,7.536541504814488e-06,3.0145918899537387e-05,1.0048705201809204e-05
TMM_easy,8,2,171.38112087581104,0.25,0.5,1.0,0.0008562004011334334,0.0008562236393522271,0.0008563166001356315,0.0008561926552352729,nan,nan,nan,nan,7.74607293122879e-08,0,1,1,1,1,1,1,1,1,2.7140361145911788e-05,0.00010855889444353664,3.6186944076480114e-05
